0,0
1,1
2,1
3,1
4,2
5,2
6,3
7,6
8,7
9,7
10,8
11,9
12,10
13,17
14,25
15,28
16,30
17,34
18,40
19,47
20,60
21,59
22,70
23,83
24,88
25,89
26,95
27,95
28,98
29,104
30,104
31,113
32,123
33,125
34,126
35,129
36,142
37,146
38,148
39,141
40,147
41,146
42,144
43,145
44,136
45,141
46,142
47,143
48,147
49,149
50,153
51,155
52,158
53,158
54,158
55,156
56,154
57,159
58,154
59,154
60,154
61,151
62,149
63,152
64,150
65,154
66,152
67,152
68,155
69,154
70,150
71,145
72,145
73,150
74,152
75,152
76,149
77,147
78,142
79,135
80,138
81,135
82,138
83,138
84,140
85,139
86,140
87,135
88,136
89,135
90,135
91,131
92,129
93,133
94,133
95,126
96,120
97,123
98,125
99,124
100,123
101,122
102,125
103,120
104,118
105,118
106,122
107,122
108,117
109,117
110,121
111,123
112,127
113,125
114,119
115,117
116,110
117,106
118,108
119,109
120,106
121,109
122,110
123,109
124,114
125,111
126,118
127,113
128,108
129,107
130,101
131,102
132,101
133,102
134,102
135,103
136,103
137,103
138,102
139,102
140,101
141,98
142,98
143,95
144,91
145,94
146,91
147,95
148,97
149,93
150,91
151,90
152,87
153,84
154,80
155,78
156,76
157,76
158,74
159,72
160,70
161,71
162,73
163,72
164,69
165,65
166,65
167,63
168,58
169,58
170,58
171,59
172,59
173,56
174,51
175,49
176,45
177,46
178,52
179,54
180,56
181,54
182,55
183,54
184,57
185,57
186,58
187,56
188,52
189,52
190,48
191,45
192,45
193,44
194,45
195,47
196,44
197,42
198,43
199,43
200,42
201,37
