0.15519,800.492,0,0.999813,6.93865e-310,
0.157942,802.012,0,0.999731,3.79666,
0.157661,801.816,0,0.99974,4.19459,
0.155555,800.062,0,0.999568,3.89747,
0.154372,798.932,0,0.999505,4.82347,
0.152935,797.402,0,0.999346,5.03641,
0.152105,796.438,0,0.999307,5.70225,
0.151887,796.166,0,0.999356,5.82192,
0.15173,795.958,0,0.999401,5.60879,
0.151648,795.845,0,0.999445,5.41265,
0.151433,795.533,0,0.999469,5.22413,
0.151156,795.117,0,0.999473,5.12022,
0.151089,795.013,0,0.999504,5.10649,
0.151087,795.01,0,0.999533,4.96476,
0.151159,795.127,0,0.999555,4.82489,
0.151095,795.02,0,0.999574,4.71499,
0.151056,794.953,0,0.999592,4.61403,
0.151093,795.017,0,0.999608,4.5112,
0.151187,795.181,0,0.999611,4.41657,
0.151231,795.26,0,0.999622,4.39053,
0.151308,795.399,0,0.999623,4.31735,
0.151333,795.443,0,0.999634,4.30127,
0.151354,795.482,0,0.999643,4.22638,
0.151408,795.581,0,0.999642,4.15569,
0.151465,795.687,0,0.999636,4.1426,
0.151494,795.742,0,0.99964,4.15686,
0.151524,795.798,0,0.999642,4.11495,
0.151538,795.824,0,0.999648,4.08329,
0.151541,795.83,0,0.999654,4.02859,
0.151543,795.834,0,0.99966,3.96759,
0.151546,795.839,0,0.999665,3.90922,
0.151544,795.836,0,0.999671,3.85368,
0.151539,795.827,0,0.999675,3.80017,
0.151541,795.83,0,0.999679,3.75194,
0.151541,795.83,0,0.999683,3.70297,
0.15154,795.827,0,0.999687,3.6552,
0.15154,795.828,0,0.99969,3.60992,
0.15154,795.828,0,0.999694,3.56575,
0.151539,795.826,0,0.999697,3.52309,
0.151538,795.823,0,0.999699,3.48237,
198,

