0,0
1,2
2,3
3,9
4,48
5,141
6,225
7,290
8,354
9,391
10,458
11,508
12,546
13,590
14,624
15,657
16,686
17,687
18,703
19,722
20,718
21,730
22,722
23,728
24,732
25,734
26,724
27,725
28,723
29,735
30,725
31,726
32,715
33,726
34,705
35,696
36,683
37,692
38,693
39,692
40,710
41,712
42,725
43,733
44,766
45,796
46,811
47,843
48,874
49,915
50,949
51,964
52,1012
53,1049
54,1104
55,1159
56,1212
57,1251
58,1290
59,1318
60,1354
61,1386
62,1424
63,1464
64,1499
65,1517
66,1547
67,1564
68,1570
69,1587
70,1597
71,1611
72,1603
73,1600
74,1595
75,1596
76,1591
77,1586
78,1578
79,1559
80,1549
81,1539
82,1535
83,1522
84,1507
85,1490
86,1479
87,1446
88,1420
89,1391
90,1355
91,1319
92,1283
93,1234
94,1199
95,1132
96,1080
97,1040
98,990
99,935
100,879
101,820
102,753
103,699
104,627
105,562
106,524
107,472
108,415
109,369
110,337
111,305
112,276
113,250
114,224
115,204
116,176
117,158
118,138
119,121
120,116
121,100
122,97
123,88
124,95
125,124
126,201
127,300
128,456
129,607
130,682
131,694
132,687
133,652
134,608
135,553
136,505
137,459
138,409
139,363
140,323
141,288
142,270
143,249
144,230
145,212
146,193
147,171
148,151
149,142
150,126
151,113
152,96
153,85
154,80
155,73
156,68
157,58
158,51
159,46
160,42
161,39
162,39
163,35
164,34
165,30
166,28
167,24
168,23
169,21
170,20
171,18
172,16
173,13
174,12
175,11
176,11
177,10
178,10
179,10
180,9
181,8
182,8
183,8
184,8
185,8
186,8
187,9
188,8
189,7
190,6
191,6
192,6
193,5
194,5
195,5
196,5
197,5
198,5
199,5
200,5
