0.905622,153.76,5.54545,4.4478,1.23474e+08,-1.23574,153.76,0.990023,8649,0.438771,
0.990023,153.76,5.06228,7.413,1.23458e+08,-1.24414,153.76,0.99671,7056,0.849021,
0.99671,153.76,4.68676,13.3434,1.23413e+08,-1.24924,153.76,0.998339,4225,0.954356,
0.998339,153.76,4.38406,40.7715,1.23336e+08,-1.25198,153.76,0.999006,4096,0.973511,
0.999006,153.76,4.13333,71.1648,1.23219e+08,-1.25253,153.76,0.999305,1369,0.99381,
0.999305,153.76,3.92122,138.623,1.23075e+08,-1.25189,153.76,0.999503,4489,0.985495,
0.999503,153.76,3.73874,206.081,1.22877e+08,-1.24922,153.76,0.999626,2500,0.993923,
0.999626,153.76,3.57957,262.42,1.22631e+08,-1.24517,153.76,0.999704,1444,0.997225,
0.999704,153.76,3.43914,320.242,1.22346e+08,-1.24013,153.76,0.99976,1936,0.996982,
0.99976,153.76,3.31404,339.515,1.22013e+08,-1.23405,333776,0.565833,1156,0.998496,
0.000606616,0.0731143,931.226,-4.8,0.978566,16477.8,33.1439,358.789,1.11184e+08,-1.03578,710.88,0.999212,1089,0.998793,
0.00127428,0.0517592,774.932,-0.900079,0.947202,47652.2,54.5735,364.72,1.08527e+08,-0.987203,10193.4,0.990205,841,0.999192,
0.00132069,0.0508962,812.459,-0.80778,0.936199,66397,62.4957,349.894,1.07895e+08,-0.975825,15438.1,0.986739,1,0.999999,
0.000504034,0.178417,1556.84,-0.9,0.869878,151484,91.7375,358.048,1.1654e+08,-1.13435,1677.52,0.998695,256,0.999801,
0.00077333,0.0512501,886.862,-0.999901,0.923612,98178.1,71.8837,370.65,1.04568e+08,-0.915391,425.707,0.999697,361,0.999743,
0.000814587,0.050929,917.114,-0.899977,0.912408,123224,78.4934,366.202,1.04505e+08,-0.914674,14272.4,0.990574,16,0.999989,
0.000721471,0.0503239,954.12,-0.800006,0.904522,144571,82.972,339.515,1.03085e+08,-0.889062,7179.23,0.995566,144,0.999911,
0.000745312,0.0500931,970.426,-0.899986,0.895186,169722,87.8331,314.311,1.0308e+08,-0.889463,7038.87,0.995885,64,0.999963,
0.000608045,0.0500005,995.078,-0.8681,0.886311,194458,91.9495,311.346,1.012e+08,-0.855436,52803.2,0.970623,36,0.99998,
0.000846294,0.05,1019.79,-0.89541,0.875661,223492,96.4997,286.142,1.03411e+08,-0.896467,104561,0.944374,16,0.999991,
0.000756219,0.0506311,853.904,-0.316317,0.00026,0.000211814,1288.4,5.09173,0.93808,116392,68.2326,260.938,9.82273e+07,-0.801922,43025.3,0.978012,4,0.999998,
0.0005,0.103391,1256.83,-2.89988,5.53824e-05,9.16064e-05,7146.81,7.69998,0.926575,143675,74.3368,238.699,4.84568e+08,-7.89176,30690.7,0.984829,100,0.999951,
0.0005149,0.09979,1272.97,-1.89999,0.000218245,0.00022313,2232.57,11.7,0.89391,214613,89.155,204.599,1.30314e+08,-1.39186,58053.8,0.972155,1,1,
0.000500001,0.0666449,1160.48,-2.68915,0.000315563,0.000185435,1914.02,14.9902,0.906405,195134,83.481,180.877,1.24748e+08,-1.29029,22333.5,0.989572,4,0.999998,
0.0005,0.0656677,1146.74,-2.80768,0.000273543,0.000386687,1671.07,12.2,0.916534,178751,78.51,157.156,1.11723e+08,-1.05169,21708.6,0.990133,144,0.999935,
0.00052305,0.0584953,1050.19,-3.89997,0.000278617,0.000265619,1430.1,9.99999,0.935063,142869,69.0095,137.141,1.06133e+08,-0.949643,353408,0.842954,100,0.999956,
0.0005,0.0580116,1191.35,-0.700001,2e-05,4.23851e-05,11560.3,5,0.837374,365966,108.652,111.195,1.37454e+09,-24.257,52298.6,0.97724,1,1,
0.0005,0.0805975,1098.52,-4.97493,0.000416627,2e-05,835.626,5.06083,0.95688,99084.4,55.6452,91.1799,4.1838e+07,0.231019,78442.5,0.96645,121,0.999948,
0.000571106,0.0504638,1053.32,-1.4,0.000125343,0.000242016,2627.24,11.5921,0.883893,271464,90.6984,71.1648,1.23004e+08,-1.26135,48877,0.979465,121,0.999949,
0.000515294,0.0502723,1093.88,-2.89752,0.000203906,0.000185032,2101.94,16.3999,0.887787,267090,88.6318,68.9409,1.15873e+08,-1.13085,40796.3,0.983087,441,0.999817,
0.0005,0.0540727,1024.89,-5,0.00026,3.43502e-05,1078.47,5,0.939188,146687,64.7383,66.717,4.87646e+07,0.10306,255748,0.895154,81,0.999967,
0.0005,0.05,1154.74,-0.81362,0.000499935,0.0005,469.216,5,0.83963,391184,104.241,58.5627,8.74207e+07,-0.608224,81300.5,0.966964,169,0.999931,
0.0005,0.0797941,1098.29,-5,0.0005,2e-05,671.489,5,0.946952,130552,59.4006,63.7518,3.79047e+07,0.302601,38243.6,0.984605,81,0.999967,
