0.904762,4,0.894427,1.4826,2.38125e+09,-2.379,4,0.985857,0,1,
0.917403,23.3611,1.9732,4.4478,2.36291e+09,-2.3837,23.3611,0.917743,0,1,
0.911972,25,1.88982,7.413,2.34742e+09,-2.39314,25,0.942113,0,1,
0.973625,11.3906,1.19324,5.1891,2.33317e+09,-2.40517,11.3906,0.983912,0,1,
0.959824,28.4444,1.77778,7.413,2.31584e+09,-2.41237,28.4444,0.968451,0,1,
0.948713,46.24,2.15035,8.8956,2.29693e+09,-2.41764,46.24,0.958404,0,1,
0.939781,66.9421,2.46691,10.3782,2.27838e+09,-2.42376,66.9421,0.96258,0,1,
0.980431,35.0069,1.70799,14.826,2.26535e+09,-2.43974,35.0069,0.983256,0,1,
0.974458,53.4024,2.02679,19.2738,2.24587e+09,-2.44523,53.4024,0.977156,0,1,
0.983858,37.7347,1.64175,20.0151,2.22817e+09,-2.45481,37.7347,0.990368,0,1,
0.997049,11.56,0.877876,20.7564,2.21596e+09,-2.4742,11.56,0.997444,0,1,
0.999274,3.28516,0.453125,20.7564,2.19798e+09,-2.48482,833.445,0.842858,0,1,
0.861347,735.381,6.57706,28.1694,2.18065e+09,-2.49716,489.204,0.91501,0,1,
0.905104,546.222,5.50869,25.2042,2.1595e+09,-2.50241,1321.89,0.792286,0,1,
0.807511,1225,8.02955,28.1694,2.14289e+09,-2.51696,1225,0.852191,0,1,
0.831966,1392.62,8.34453,26.6868,2.12032e+09,-2.52012,131.625,0.996745,0,1,
0.987118,521,4.98092,23.7216,2.09125e+09,-2.50846,290,0.997289,0,1,
0.995045,530,4.90825,23.7216,2.05839e+09,-2.48781,530,0.997383,0,1,
0.992533,1512.05,8.1081,23.7216,2.0244e+09,-2.46323,95818.2,0.723828,0,1,
0.0268163,0.00913619,0.0472595,11990.9,15.74,0.973238,9285.03,19.6692,23.7216,1.37475e+09,-1.37323,580.229,0.999097,0,1,
0.026136,0.0125795,0.0308731,9511.82,16.03,0.979452,13206.8,22.9842,23.7216,1.29754e+09,-1.25748,1524.22,0.998615,0,1,
0.978378,23792.5,30.2506,31.1346,1.89024e+09,-2.31104,23792.5,0.98418,0,1,
0.979941,30166.5,33.4257,40.0302,1.84296e+09,-2.25089,30166.5,0.981974,0,1,
0.978549,35898.5,35.8063,41.5128,1.80075e+09,-2.20397,224946,0.882848,0,1,
0.0175868,0.00995817,0.0979995,12713.8,15.05,0.951718,92706.2,56.5399,42.9954,1.56625e+09,-1.80909,26857.7,0.987133,0,1,
0.03,0.03,0.1,4370.2,15.9392,0.947348,109904,60.5266,51.1497,1.81342e+09,-2.28075,14809.4,0.993737,0,1,
0.03,0.03,0.1,4330.84,15.8991,0.953211,110632,59.7391,59.304,1.78803e+09,-2.26012,10297.6,0.996208,0,1,
0.03,0.03,0.1,4382.31,15.9553,0.958689,112173,59.2066,62.2692,1.76174e+09,-2.23565,11605.6,0.996219,0,1,
0.0102074,0.0127161,0.0729663,8172.66,12.8281,0.953258,143459,65.9336,65.2344,1.52119e+09,-1.81414,16221.4,0.995409,0,1,
0.03,0.029461,0.1,4609.09,16.1274,0.963576,128708,61.5267,66.717,1.70281e+09,-2.17094,8332.42,0.998084,0,1,
0.0154391,0.00799541,0.082316,14133.9,14.4524,0.95138,211463,77.7291,68.1996,1.31303e+09,-1.45748,468130,0.923628,0,1,
0.03,0.005,0.01,15000,14.5948,0.920059,490010,116.668,71.9061,4.7099e+08,0.116152,232114,0.965606,0,1,
0.03,0.005,0.01,15000,14.6659,0.925901,500062,116.255,75.6126,4.63279e+08,0.125815,235382,0.96795,0,1,
0.03,0.00526333,0.01,15000,14.75,0.929262,519509,116.924,97.1103,4.8122e+08,0.0869059,191926,0.975551,0,1,
0.0138219,0.0131386,0.0107046,6167.71,13.1094,0.92964,552322,119.005,118.608,5.24733e+08,-0.00155155,241127,0.972479,0,1,
0.0296496,0.0159519,0.0117174,5138.81,14.82,0.936777,553937,117.679,217.201,6.50823e+08,-0.247593,47712.3,0.995378,0,1,
0.0297179,0.00500401,0.0132089,15000,14.6814,0.938357,636304,124.578,311.346,3.47274e+08,0.332494,48664.1,0.995811,0,1,
0.03,0.005,0.0162,15000,14.7045,0.944194,648348,124.245,375.839,3.54734e+08,0.316025,108161,0.991725,0,1,
0.00500017,0.00512762,0.01,14997.3,9.45,0.94793,680581,125.807,440.332,4.39714e+08,0.149877,83218,0.994165,0,1,
0.005,0.005,0.01,15000,9.05447,0.952016,684346,124.713,475.915,4.18277e+08,0.188771,85033.2,0.994202,0,1,
0.0170849,0.00522771,0.0162643,14999.8,13.66,0.939927,880984,139.919,515.945,3.48525e+08,0.320158,91811.9,0.993972,0,1,
0.015251,0.00891622,0.0205318,9778.62,13.82,0.937073,958464,144.347,567.836,5.53416e+08,-0.0848749,99732.4,0.993549,0,1,
0.0227399,0.0131978,0.0361724,7671.95,15.3193,0.923863,1.17715e+06,158.259,630.105,9.4099e+08,-0.857237,475782,0.971842,0,1,
0.0190753,0.00875926,0.0251425,10731.4,14.65,0.925914,1.25183e+06,161.492,715.354,5.99801e+08,-0.186817,432270,0.977569,0,1,
0.023514,0.00521316,0.0186152,14999.6,14.18,0.920945,1.52346e+06,176.326,799.121,3.59997e+08,0.286861,505241,0.974986,0,1,
0.0143007,0.005,0.0118591,15000,12.6402,0.92348,1.54559e+06,175.818,820.619,3.49066e+08,0.306124,596554,0.973602,0,1,
0.0294797,0.0050351,0.0107096,14172.4,14.1998,0.923998,1.71752e+06,183.513,842.117,3.40586e+08,0.3223,671542,0.973119,0,1,
0.00503965,0.005,0.0138005,15000,9.21018,0.925806,1.8535e+06,188.797,848.047,3.17601e+08,0.367437,694415,0.972904,0,1,
0.0294273,0.00501456,0.016937,15000,14.53,0.921815,2.00376e+06,194.44,873.251,3.2463e+08,0.350861,749823,0.971164,0,1,
0.0182122,0.0057792,0.0239746,14664.9,14.1318,0.911894,2.291e+06,205.976,911.058,4.24534e+08,0.146739,710466,0.974084,0,1,
0.0282704,0.00541909,0.019006,15000,14.6837,0.916227,2.29658e+06,204.343,942.934,3.49187e+08,0.296738,1.14804e+06,0.958495,0,1,
0.0177357,0.0144209,0.0219605,6436.94,14.5901,0.905171,2.62298e+06,216.423,972.586,6.9472e+08,-0.407284,594579,0.979287,0,1,
0.00988994,0.015122,0.0170308,6245.59,13.1998,0.908536,2.6255e+06,214.619,1017.06,5.91073e+08,-0.200593,665775,0.977471,0,1,
