0.0160882,0.0190458,0.0133747,4962.6,14.494,0.911,2.63015e+06,212.949,1048.94,5.78423e+08,-0.178632,663180,0.979304,0,1,
0.0212047,0.0100889,0.0262435,8486.11,14.5,0.908844,2.92105e+06,222.507,1080.82,6.1692e+08,-0.257918,666096,0.979307,0,1,
0.0188112,0.01504,0.0157913,6387.77,14.9499,0.896177,3.34197e+06,236.007,1091.93,5.29791e+08,-0.0871277,790561,0.976402,0,1,
0.0272045,0.0111301,0.0261854,8399.65,15.4501,0.899465,3.368e+06,234.975,1103.05,6.10033e+08,-0.254296,615873,0.981751,0,1,
0.00509295,0.0261344,0.0171357,3931.49,11.37,0.893809,3.58372e+06,240.42,1121.59,7.51193e+08,-0.553014,660008,0.980457,0,1,
0.0184284,0.018062,0.0247337,6221.02,15.8801,0.878733,4.09547e+06,254.966,1140.12,7.18284e+08,-0.497015,715539,0.978837,0,1,
0.00764977,0.03,0.0338667,4005.64,14.11,0.869241,4.42103e+06,262.828,1151.98,9.66606e+08,-1.03047,1.47929e+06,0.95629,0,1,
0.0130301,0.01105,0.0647742,12745.9,16.54,0.857292,4.82969e+06,272.586,1137.15,7.72345e+08,-0.635615,1.22934e+06,0.963675,0,1,
0.00607326,0.0261598,0.0460347,5276.71,14.49,0.849465,5.0946e+06,277.832,1129,9.52123e+08,-1.03656,1.41506e+06,0.958188,0,1,
0.00502076,0.0279296,0.0426587,5097.4,13.8599,0.841349,5.36928e+06,283.087,1110.47,9.32448e+08,-1.01442,1.26399e+06,0.962758,0,1,
0.0208544,0.0213273,0.0593657,7327.16,18.18,0.819851,6.11416e+06,299.857,1123.07,8.99262e+08,-0.968926,1.35386e+06,0.96034,0,1,
0.00522989,0.0290957,0.0439243,5125.53,14.33,0.824939,5.976e+06,294.294,1110.47,9.14428e+08,-1.01544,1.26492e+06,0.963182,0,1,
0.005,0.0286375,0.0463887,5139.75,13.88,0.825751,5.9865e+06,292.44,1032.63,9.11777e+08,-1.02269,1.38964e+06,0.963087,0,1,
0.00516098,0.0177257,0.0710074,9569.28,15.42,0.213649,1420.42,70,0.835777,6.18251e+06,295.089,1074.88,8.28744e+08,-0.839011,2.29758e+06,0.942355,0,1,
0.0103485,0.0299211,0.0402831,4974.05,16.48,0.27973,1464.09,70,0.00926746,0.00926824,0.057948,10.0039,71.3124,0.849461,6.00015e+06,288.679,1031.89,8.58551e+08,-0.907015,2.22691e+06,0.947913,0,1,
