"Beta","Gamma","S0","RSquare","RMSE","Real Beta","Real Gamma","Real S0","Real RSquare","Real RMSE"
"1","1.28404288864432e-11","2.05497497049432e-19","9083907467.67588","0.287855979558717","0.533720533799645","1e-04","5e-04","2000","-0.00441774326903022","0.633851006669024"
"2","6.31612838644406e-10","7.32261232340991e-07","291688262.525259","0.61939260591135","0.581650826481756","1e-04","5e-04","2000","0.607630030514137","0.590570323532438"
"3","1.8478703724333e-10","1.77311154082978e-07","1152999806.68736","0.786879222132285","0.589874809745311","1e-04","5e-04","2000","0.775029516424394","0.60605177061504"
"4","3.75369961789562e-10","1.81791946094652e-06","546133052.759873","0.842257483142606","0.561680544602205","1e-04","5e-04","2000","0.839218183928737","0.567065809373003"
"5","1.15810237528729e-08","3.22651330128106e-10","17532331.6836444","0.894353327607543","0.530777222644757","1e-04","5e-04","2000","0.892592517081397","0.535182169336098"
"6","9.9750329887805e-09","0.0533173022172575","27910845.0055618","0.908208761435128","0.528247447594124","1e-04","5e-04","2000","0.881474683356445","0.600264078471443"
"7","0.000231720866397332","0.0468096563034751","1140.09501631678","0.930139888382153","0.509715933513414","1e-04","5e-04","2000","0.868295425941274","0.699864560174803"
"8","0.0133948572186979","0.0205927413109503","17.8676469116398","0.94681333989375","0.499311996246135","1e-04","5e-04","2000","0.836670644024808","0.874989349843044"
"9","0.016030190581816","9.36560038121248e-12","13.4404322376391","0.960474934062553","0.484090779018754","1e-04","5e-04","2000","0.770542146645217","1.16638512766499"
"10","0.0141779525395058","1.30626020839762e-14","14.925900929893","0.970348525865792","0.469327277879871","1e-04","5e-04","2000","0.651304649634308","1.60944348662732"
"11","0.0047830417518685","1.84120631533249e-11","39.6567206442832","0.970402591775583","0.568394364590476","1e-04","5e-04","2000","0.669418574743853","1.89959994251808"
"12","1.06200053285166e-09","1.19314865433638e-07","169125160.724458","0.972741623438391","0.699247545297733","1e-04","5e-04","2000","0.761747816871279","2.0672804773744"
"13","1.32422459425086e-11","1.67914089836346e-07","13801927962.8714","0.977643529064715","0.804184766707592","1e-04","5e-04","2000","0.82693388024076","2.23748559374981"
"14","3.82925262678214e-09","0.00708046203018187","49343268.6311193","0.978765912900823","0.891536003521094","1e-04","5e-04","2000","0.744417286105272","3.09305633128565"
"15","3.21029144339934e-06","0.0151226371265267","63518.174214208","0.978924176586578","0.97808173756695","1e-04","5e-04","2000","0.549931612844897","4.51983031119941"
"16","0.00246593443773204","0.00414057568894438","79.056476212065","0.98227521681912","1.02390263868131","1e-04","5e-04","2000","0.415757266300072","5.87847746484834"
"17","0.00132203696315471","7.53151315813866e-06","138.994470162836","0.984775715859499","1.1270968946171","1e-04","5e-04","2000","0.383250330515963","7.17376716365175"
"18","1.0120831676827e-10","7.37651135538411e-12","1746527932.9603","0.983825976040607","1.45367913056768","1e-04","5e-04","2000","0.484726815827577","8.20499435692896"
"19","6.5868257328809e-12","6.27833925586395e-07","27394733353.1883","0.975711457812701","2.3310397558718","1e-04","5e-04","2000","0.652021210719386","8.82318415316318"
"20","1.20561814459072e-11","4.92737403621547e-11","15282140797.8368","0.97011830990685","3.39743741347119","1e-04","5e-04","2000","0.782876532200716","9.15803441431696"
"21","7.54656498979277e-12","1.08106488996617e-06","24721842707.4838","0.975385752070393","3.89331312689663","1e-04","5e-04","2000","0.849458613531218","9.62839737955369"
"22","2.09819877890417e-11","1.37426747319649e-16","8950582396.2819","0.982271164608049","4.06203037255499","1e-04","5e-04","2000","0.88462907326792","10.3621829280617"
"23","5.289313436166e-11","3.03662725925479e-06","3554701128.24532","0.988034260960977","3.99776075771291","1e-04","5e-04","2000","0.896871678790882","11.7364300015201"
"24","3.25454190518321e-11","2.06822699001968e-09","5763359144.86728","0.991345274962839","4.00272204438649","1e-04","5e-04","2000","0.894020344910905","14.0068361498005"
"25","1.38200645638919e-10","1.17190453048047e-21","1357258925.67272","0.994123665225543","3.93311300950126","1e-04","5e-04","2000","0.90219330719166","16.0460244371399"
"26","6.81909717969288e-11","4.06301349515497e-24","2748034031.88195","0.995899950598764","3.89796973926131","1e-04","5e-04","2000","0.907602405296396","18.5043678561197"
"27","2.54216963494995e-09","0.0014957992928854","74529468.3810249","0.997156042138739","3.84633417279625","1e-04","5e-04","2000","0.913760038691785","21.1806709451255"
"28","2.02181519745245e-10","0.00185622341853472","941862364.92835","0.997866060715351","3.88494668744201","1e-04","5e-04","2000","0.910431734378366","25.1692988963979"
"29","2.03109621412439e-05","0.00142409236939088","9346.46010824107","0.998285799131934","4.10127731504879","1e-04","5e-04","2000","0.917833086625347","28.3946662822957"
"30","5.31717527920328e-05","0.000397270246734052","3560.07919458018","0.998751911125934","4.12184740244332","1e-04","5e-04","2000","0.928139155212207","31.2762960054619"
"31","1.8467515811756e-05","0.0012953979648778","10256.5300862425","0.999034687292352","4.19120014168603","1e-04","5e-04","2000","0.930436730643837","35.579052871128"
"32","4.63066130267883e-05","0.00104957091162413","4105.18147677355","0.999233511999512","4.30762416058795","1e-04","5e-04","2000","0.935261264141777","39.5883346940727"
"33","5.70183412300945e-05","0.000942594062328923","3339.45703507579","0.99941380998746","4.30281309616533","1e-04","5e-04","2000","0.938638987841491","44.0229897468438"
"34","7.17215871073317e-05","0.000785558103356151","2661.80480177809","0.999513195442185","4.4504472665886","1e-04","5e-04","2000","0.943009862764543","48.1533154612156"
"35","8.10908796252271e-05","0.000665964410309172","2358.64099630816","0.999599650937959","4.5458264124704","1e-04","5e-04","2000","0.94804104685961","51.7873439600176"
"36","8.90819549891384e-05","0.000537175920331929","2150.65272085604","0.999660400545284","4.68552699803868","1e-04","5e-04","2000","0.954570988425178","54.1928009187098"
"37","9.31345605971361e-05","0.000452195202097133","2058.859547346","0.999721961436309","4.70784553490068","1e-04","5e-04","2000","0.961953108993147","55.0718005122752"
"38","9.00014949774335e-05","0.000503826332233089","2128.51529476527","0.999764955176543","4.73952473422705","1e-04","5e-04","2000","0.968402351941713","54.9524207760394"
"39","8.60966796052337e-05","0.000535123722068377","2221.12171126893","0.99977622600471","4.96656437617593","1e-04","5e-04","2000","0.973217188117578","54.3349595731983"
"40","8.14261450023088e-05","0.000555131797523931","2342.34632518284","0.999730457911299","5.69253132882503","1e-04","5e-04","2000","0.975997665400802","53.7178818117539"
"41","8.51660489939018e-05","0.000545036157214888","2245.02706300337","0.999665374571362","6.4866692662438","1e-04","5e-04","2000","0.976605303334808","54.2376664771392"
"42","8.73165633409471e-05","0.000540728460487438","2193.20553816318","0.999621870066355","6.91027154270089","1e-04","5e-04","2000","0.975569317062786","55.5446698963736"
"43","8.95588697788324e-05","0.000537137788330045","2142.14819441324","0.999510392392855","7.79933007149336","1e-04","5e-04","2000","0.973898010350323","56.946892535588"
"44","9.1627575631443e-05","0.000534267675054784","2097.52845999519","0.999314260472634","9.13363241477203","1e-04","5e-04","2000","0.972465949464719","57.876064539434"
"45","9.23905156176788e-05","0.000533315345184959","2081.60960710867","0.999256453661077","9.42502297983818","1e-04","5e-04","2000","0.972034466470179","57.8016125942881"
