0.00182396,0.13873,1307.01,0.186302,0.863112,233707,182.72,641.966,3.90182e+09,-0.454383,129168,0.927657,0,1,
0.00459163,0.0971468,984.635,1.4,0.829372,304657,195.146,667.911,3.8959e+09,-0.455278,129168,0.945887,0,1,
0.00224815,0.0602388,1073.41,0.199992,0.825133,417412,215.358,748.713,3.8689e+09,-0.447032,129168,0.955821,0,1,
0.00114931,0.105367,1383.21,-0.90009,0.810558,553876,235.346,790.226,3.88761e+09,-0.455826,131913,0.963814,0,1,
0.00282781,0.136221,1071.16,1.10019,0.00499379,0.124189,910.493,6.10007,0.901384,359497,180.78,831.739,3.88033e+09,-0.454552,129168,0.972315,0,1,
0.00183174,0.0997284,1187.47,-0.488371,0.00244177,0.109036,1120.47,5.62104,0.909297,423193,187.793,712.389,3.86119e+09,-0.44844,189998,0.969318,0,1,
0.00250104,0.170819,1020.42,1.63652,0.000264422,0.133582,2791.05,-0.599902,0.934066,408292,177.221,855.46,3.85382e+09,-0.446314,640938,0.920193,0,1,
0.000828963,0.185112,1723.73,-0.913267,0.000689757,0.19344,2507.29,5.93651,0.915431,679181,220.257,853.236,3.85044e+09,-0.445463,251405,0.971711,0,1,
0.00203715,0.106458,1214.94,2.19999,0.000620751,0.193507,2263.49,6.2,0.903806,854885,238.731,846.565,3.84321e+09,-0.443573,243647,0.974817,0,1,
0.00518758,0.140222,817.278,1.50005,0.000309352,0.133559,3161.42,-0.937712,0.949729,486375,174.352,938.486,3.82789e+09,-0.438618,784221,0.930928,0,1,
0.00147946,0.153404,1230.07,0.399911,0.000397498,0.115451,2457.5,2.20008,0.0109809,914.318,16,0.955629,503778,172.145,996.307,3.51126e+09,-0.319899,141215,0.9899,0,1,
0.00152339,0.0970813,1160.46,1.09999,0.000308582,0.180502,2897.65,2.79861,0.257271,992.332,16,0.938537,859318,218.495,982.964,3.78605e+09,-0.423258,289096,0.982833,0,1,
0.0107506,0.127355,1109.88,3.3,0.000779973,0.136304,2378.7,4.50014,0.0561304,1546.01,16,0.920092,1.34568e+06,266.13,969.62,3.72349e+09,-0.399757,188482,0.991778,0,1,
0.000721545,0.151784,1801.12,-0.500149,0.000878644,0.156857,2051.08,6.93317,0.090377,1436.98,16,0.0954515,0.304835,0.157838,2511.72,16.5499,0.948677,1.17661e+06,242.55,1062.28,2.77914e+09,-0.0449475,401637,0.986558,0,1,
0.000110226,0.194507,7540.56,5.14819,0.000828712,0.110616,2402.83,2.79997,0.257458,1049.71,16,0.0148353,0.182946,0.0871368,300.07,12.8494,0.888546,3.33026e+06,398.226,1183.11,3.66936e+09,-0.380196,989244,0.976062,0,1,
0.000104619,0.0913962,7072.05,5.5,0.000287722,0.173702,3571.89,-0.893286,0.392609,376.487,16,0.948534,2.12683e+06,310.925,1283.93,3.67174e+09,-0.382985,690792,0.986615,0,1,
0.000264313,0.122918,3175.59,-0.800068,0.00010662,0.17029,8525.87,7.35534,0.951042,2.52676e+06,331.45,1546.35,3.63536e+09,-0.371143,995347,0.984288,0,1,
0.00025807,0.160003,3491.88,-0.155444,0.000101411,0.137325,7945.81,5.7,0.950594,3.12978e+06,361.12,1588.61,3.61211e+09,-0.365045,633675,0.990866,0,1,
0.000633565,0.0712476,2386.47,2.11212,0.000101896,0.166581,8495.72,6.8,0.954497,3.15684e+06,355.35,1589.35,3.57514e+09,-0.352139,1.10178e+06,0.984862,0,1,
0.000101869,0.119955,7824.43,6.16132,0.000263421,0.152637,3608.26,-1.50002,0.967636,2.35545e+06,300.989,1708.7,3.55248e+09,-0.344008,881534,0.988063,0,1,
0.000369959,0.105277,3016.52,1.7946,0.000114643,0.171016,8192.64,7.90001,0.950635,3.6456e+06,367.454,1862.15,3.48125e+09,-0.317076,980683,0.986788,0,1,
0.000516966,0.176928,3074.4,4.3897,0.000101774,0.125611,7933.15,5.70004,0.931297,5.09957e+06,426.764,1756.14,3.42874e+09,-0.297233,935144,0.987401,0,1,
