0,0
1,0
2,5
3,12
4,17
5,21
6,32
7,45
8,56
9,62
10,68
11,77
12,88
13,108
14,123
15,137
16,152
17,167
18,186
19,195
20,211
21,219
22,230
23,245
24,263
25,282
26,308
27,333
28,372
29,394
30,435
31,463
32,499
33,529
34,575
35,612
36,656
37,718
38,768
39,834
40,916
41,979
42,1044
43,1104
44,1159
45,1201
46,1253
47,1289
48,1315
49,1347
50,1362
51,1372
52,1382
53,1384
54,1392
55,1394
56,1392
57,1391
58,1385
59,1380
60,1375
61,1372
62,1372
63,1363
64,1359
65,1352
66,1350
67,1345
68,1338
69,1334
70,1328
71,1322
72,1317
73,1311
74,1304
75,1299
76,1295
77,1290
78,1284
79,1277
80,1272
81,1265
82,1262
83,1257
84,1247
85,1238
86,1234
87,1226
88,1219
89,1209
90,1203
91,1199
92,1196
93,1184
94,1178
95,1169
96,1162
97,1156
98,1152
99,1146
100,1136
101,1127
102,1119
103,1114
104,1105
105,1102
106,1093
107,1085
108,1076
109,1068
110,1062
111,1053
112,1048
113,1038
114,1031
115,1026
116,1019
117,1016
118,1007
119,1001
120,994
121,984
122,976
123,970
124,963
125,961
126,954
127,949
128,941
129,934
130,927
131,921
132,913
133,912
134,908
135,901
136,895
137,889
138,880
139,875
140,870
141,867
142,859
143,855
144,846
145,841
146,839
147,833
148,829
149,826
150,820
151,812
152,798
153,794
154,790
155,783
156,774
157,766
158,760
159,755
160,744
161,735
162,731
163,724
164,720
165,713
166,712
167,700
168,698
169,691
170,685
171,678
172,673
173,664
174,657
175,650
176,644
177,639
178,634
179,629
180,625
181,619
182,616
183,610
184,603
185,596
186,592
187,590
188,584
189,579
190,573
191,567
192,563
193,559
194,556
195,552
196,546
197,540
198,537
199,534
200,528
201,523
