0.980936,400,8.94427,81.543,6.68164e+09,-2.03395,400,0.983675,100,0.995919,
0.983675,400,8.16497,47.4432,6.67749e+09,-2.04336,400,0.988229,2601,0.923461,
0.988229,400,7.55929,53.3736,6.6734e+09,-2.05251,400,0.989519,441,0.988445,
0.989519,400,7.07107,55.5975,6.66932e+09,-2.06193,400,0.989564,5476,0.857128,
0.989564,400,6.66667,53.3736,6.66499e+09,-2.07196,400,0.990753,7396,0.82902,
0.990753,400,6.32456,59.304,6.66088e+09,-2.08151,400,0.997819,106276,0.420457,
0.997819,400,6.03023,65.2344,6.65679e+09,-2.08867,400,0.998363,9801,0.95989,
0.998363,400,5.7735,70.4235,6.65217e+09,-2.0964,400,0.998719,1225,0.996078,
0.998719,400,5.547,80.0604,6.64762e+09,-2.10399,400,0.999083,13225,0.969697,
0.999083,400,5.34522,95.6277,6.64274e+09,-2.11065,400,0.999206,5041,0.989992,
0.999206,400,5.16398,111.195,6.63773e+09,-2.11786,400,0.999244,7225,0.986352,
0.999244,400,5,180.136,6.63286e+09,-2.12586,400,0.999296,2209,0.99611,
0.999296,400,4.85071,249.077,6.62761e+09,-2.13341,400,0.999311,5625,0.990308,
0.999311,400,4.71405,267.609,6.62242e+09,-2.14167,400,0.999326,100,0.999832,
0.999326,400,4.58831,272.798,6.61711e+09,-2.14988,400,0.999385,17424,0.97322,
0.999385,400,4.47214,232.027,6.61165e+09,-2.15708,400,0.999538,59049,0.931805,
0.999538,400,4.36436,272.798,6.60502e+09,-2.16201,400,0.999602,5041,0.994984,
0.999602,400,4.26401,286.883,6.59645e+09,-2.16658,400,0.999616,29241,0.971905,
0.999616,400,4.17029,287.624,6.59173e+09,-2.17436,196649,0.814453,1936,0.998173,
0.814453,196649,90.5191,272.798,6.58625e+09,-2.18221,377396,0.68842,68644,0.943327,
0.68842,377396,122.865,314.311,6.58031e+09,-2.1879,469625,0.664383,3721,0.997341,
0.980936,400,8.94427,81.543,6.68164e+09,-2.03395,400,0.983675,100,0.995919,
0.983675,400,8.16497,47.4432,6.67749e+09,-2.04336,400,0.988229,2601,0.923461,
0.988229,400,7.55929,53.3736,6.6734e+09,-2.05251,400,0.989519,441,0.988445,
0.989519,400,7.07107,55.5975,6.66932e+09,-2.06193,400,0.989564,5476,0.857128,
0.989564,400,6.66667,53.3736,6.66499e+09,-2.07196,400,0.990753,7396,0.82902,
0.990753,400,6.32456,59.304,6.66088e+09,-2.08151,400,0.997819,106276,0.420457,
0.997819,400,6.03023,65.2344,6.65679e+09,-2.08867,400,0.998363,9801,0.95989,
0.998363,400,5.7735,70.4235,6.65217e+09,-2.0964,400,0.998719,1225,0.996078,
0.998719,400,5.547,80.0604,6.64762e+09,-2.10399,400,0.999083,13225,0.969697,
0.999083,400,5.34522,95.6277,6.64274e+09,-2.11065,400,0.999206,5041,0.989992,
0.999206,400,5.16398,111.195,6.63773e+09,-2.11786,400,0.999244,7225,0.986352,
