0.0519589,1495.25,0,0.999949,6.95126e-310,
0.0507339,1493.68,0,0.999932,4.00674,
0.0516028,1495.15,0,0.999911,4.2437,
0.0522441,1496.48,0,0.999889,4.48029,
0.0522805,1496.57,0,0.99989,4.68206,
0.0518135,1495.25,0,0.999858,4.41677,
0.0514544,1494.1,0,0.99983,4.77909,
0.0510351,1492.62,0,0.999776,5.01017,
0.0507722,1491.6,0,0.999751,5.5596,
0.0507218,1491.39,0,0.999758,5.70568,
0.0507273,1491.41,0,0.999767,5.51509,
0.0507454,1491.5,0,0.999776,5.32834,
0.0506536,1491.03,0,0.999776,5.16268,
0.0505206,1490.32,0,0.999762,5.11941,
0.0504192,1489.75,0,0.999757,5.24697,
0.0503353,1489.25,0,0.999756,5.28883,
0.0502983,1489.03,0,0.999766,5.29767,
0.0501681,1488.2,0,0.999737,5.20228,
0.0500622,1487.5,0,0.99972,5.52483,
0.0499889,1487,0,0.999718,5.71881,
0.0499919,1487.02,0,0.999733,5.76438,
0.0499848,1486.97,0,0.999746,5.64825,
0.0500044,1487.11,0,0.999757,5.54055,
0.0499353,1486.58,0,0.999748,5.45397,
0.049883,1486.18,0,0.999747,5.58773,
0.0498727,1486.09,0,0.999758,5.63337,
0.04991,1486.4,0,0.999762,5.54482,
0.0499114,1486.41,0,0.999772,5.54263,
0.049911,1486.41,0,0.999782,5.45547,
0.0498798,1486.14,0,0.999784,5.37219,
0.04981,1485.53,0,0.999758,5.37341,
0.0497513,1485,0,0.999741,5.71754,
0.0497105,1484.63,0,0.999737,5.94222,
0.0496697,1484.26,0,0.999732,6.01572,
0.0495962,1483.57,0,0.999692,6.09899,
0.0495472,1483.11,0,0.999679,6.562,
0.0494938,1482.6,0,0.99966,6.72449,
0.0494423,1482.1,0,0.999642,6.94429,
0.0494019,1481.71,0,0.999634,7.15065,
0.0493661,1481.35,0,0.999629,7.25241,
0.049329,1480.98,0,0.999622,7.32321,
0.0493088,1480.78,0,0.999626,7.41433,
0.0492923,1480.61,0,0.999633,7.38798,
0.0492957,1480.65,0,0.999642,7.34745,
0.0492947,1480.64,0,0.999651,7.27226,
0.0492881,1480.57,0,0.999659,7.19781,
0.0492961,1480.65,0,0.999666,7.13321,
0.049313,1480.83,0,0.999669,7.07484,
0.0493264,1480.97,0,0.999673,7.06368,
0.0493348,1481.06,0,0.999678,7.03458,
0.0493416,1481.14,0,0.999684,6.98503,
0.0493542,1481.27,0,0.999687,6.93237,
0.0493684,1481.43,0,0.999688,6.91117,
0.0493803,1481.56,0,0.999691,6.90535,
0.0493927,1481.7,0,0.999692,6.88727,
0.0494079,1481.87,0,0.999692,6.87609,
0.0494221,1482.03,0,0.999691,6.89318,
0.0494306,1482.12,0,0.999694,6.90692,
0.0494358,1482.18,0,0.999698,6.8775,
0.0494433,1482.26,0,0.999701,6.83332,
0.0494466,1482.3,0,0.999705,6.80277,
0.0494465,1482.3,0,0.999709,6.75529,
0.0494478,1482.31,0,0.999713,6.70393,
0.0494506,1482.35,0,0.999717,6.65457,
0.0494537,1482.38,0,0.99972,6.60981,
0.0494585,1482.44,0,0.999723,6.56718,
0.0494599,1482.45,0,0.999727,6.53421,
0.0494608,1482.47,0,0.99973,6.48933,
0.0494649,1482.51,0,0.999732,6.44467,
0.0494676,1482.54,0,0.999735,6.41316,
0.0494745,1482.63,0,0.999735,6.37531,
0.0494812,1482.71,0,0.999734,6.37365,
0.0494889,1482.8,0,0.999733,6.37256,
0.0494985,1482.91,0,0.999728,6.38732,
0.049508,1483.02,0,0.999722,6.43952,
0.0495166,1483.13,0,0.999718,6.49583,
0.0495244,1483.22,0,0.999715,6.539,
0.0495307,1483.29,0,0.999713,6.57179,
0.0495356,1483.35,0,0.999713,6.58188,
0.0495393,1483.4,0,0.999714,6.57487,
0.0495419,1483.43,0,0.999716,6.55538,
0.0495442,1483.46,0,0.999717,6.52722,
0.0495464,1483.48,0,0.999719,6.4985,
0.0495485,1483.51,0,0.999721,6.46961,
0.0495498,1483.53,0,0.999723,6.44086,
0.0495511,1483.54,0,0.999724,6.40812,
0.0495518,1483.55,0,0.999726,6.37606,
0.0495519,1483.55,0,0.999728,6.34202,
0.0495527,1483.56,0,0.99973,6.30751,
0.0495536,1483.57,0,0.999732,6.27521,
0.0495541,1483.58,0,0.999734,6.24396,
0.0495551,1483.59,0,0.999735,6.21164,
0.0495559,1483.6,0,0.999737,6.18306,
