"Beta","Gamma","S0","RSquare","RMSE","Real Beta","Real Gamma","Real S0","Real RSquare","Real RMSE"
"1","0.0163163510987113","1.20529436528244","118.044320350119","0.978856715730182","0.446757964776764","0.001","0.1","500","0.339796984979762","2.49646034282771"
"2","0.0272183032926895","8.21998963297982e-07","23.9449405343809","0.987068233487448","0.516968543257461","0.001","0.1","500","0.385505816032962","3.56364168307594"
"3","0.00022676258585565","0.00536274752902552","2417.88047200996","0.989511122503934","0.836387241135842","0.001","0.1","500","0.339734788153966","6.63593520779175"
"4","0.00230791068877677","2.17919286474442","1208.79281658902","0.982727560712693","1.33209358886532","0.001","0.1","500","0.413558905114021","7.76193543084172"
"5","0.00821436439258008","1.28199915281276e-05","69.9889646405606","0.984301132307667","1.75611928070767","0.001","0.1","500","0.479486886325532","10.1119670491784"
"6","0.00817576954016267","4.68507341344317e-07","70.2647467680895","0.990747776519669","1.66606097693531","0.001","0.1","500","0.576212534332741","11.2756565613266"
"7","0.00508218134184101","3.83215332434922e-06","104.54469977396","0.985910085027693","2.72100000936214","0.001","0.1","500","0.656096011110679","13.4428986641888"
"8","0.00258115143145852","4.62737546198595e-06","188.965127494308","0.984129638252241","3.9812573569351","0.001","0.1","500","0.698540806449472","17.3516613573144"
"9","0.00169496862111859","2.12272820085688e-08","276.509047514721","0.989635864040886","4.34223399765519","0.001","0.1","500","0.723374731243758","22.4332687723102"
"10","0.00162617084316733","6.47163737313989e-05","287.089757344675","0.993951417199537","4.19678516163212","0.001","0.1","500","0.754715087860873","26.725467420627"
"11","0.00141763030151539","2.06181152198073e-06","324.256980704832","0.995577252764884","4.46988621370815","0.001","0.1","500","0.773616258268302","31.9795983515983"
"12","0.00116342217969542","0.0865876856819396","470.064637896261","0.996437176720071","4.6249583628396","0.001","0.1","500","0.804408330865069","34.2677689042436"
"13","0.00150955464570768","0.00120435740580827","307.934298481736","0.997312303025367","4.53339099442485","0.001","0.1","500","0.827959742307866","36.2700395140982"
"14","0.00136530044302684","0.0288957134778356","359.413589324781","0.997829637418836","4.43690233902958","0.001","0.1","500","0.848439733219264","37.0771521880072"
"15","0.00110689571349108","0.0913738110975939","495.905282556733","0.997871101979639","4.61902694680463","0.001","0.1","500","0.865930407052183","36.6554188415165"
"16","0.0011770351624894","0.0729406532570542","451.929039644624","0.998074217942817","4.55809373864669","0.001","0.1","500","0.878700416709252","36.1750638953259"
"17","0.00108062385893572","0.0972504189057722","512.537436156896","0.998024579941997","4.68084841596454","0.001","0.1","500","0.887525852509157","35.3200392399541"
"18","0.00107757033938112","0.0980405005989985","514.63310995251","0.998130514561633","4.57369008606558","0.001","0.1","500","0.893577973051422","34.5081303011199"
"19","0.00109653486574709","0.0934201459827958","502.087721649974","0.998176356732897","4.50545491265822","0.001","0.1","500","0.897661444653856","33.751129907341"
"20","0.00109939393279339","0.0927782418120437","500.305374449778","0.998219209524845","4.41171672032247","0.001","0.1","500","0.899967177640926","33.0652976425853"
"21","0.00109616067870652","0.0934775847460478","502.295310947175","0.998241788693229","4.32487585802239","0.001","0.1","500","0.900986790709366","32.4552269403665"
"22","0.00106688248339965","0.0997785218492389","520.789536288543","0.997999913402723","4.53332015016496","0.001","0.1","500","0.899852520091895","32.0783466713453"
"23","0.00105364661837066","0.102628326646906","529.440845834709","0.997929121739059","4.53016414167418","0.001","0.1","500","0.898477240932004","31.7189159122238"
"24","0.00104268309745938","0.104970562445686","536.723661512573","0.997857184199002","4.5253490646344","0.001","0.1","500","0.896640735287162","31.4292739478817"
"25","0.00102629897376782","0.108469367389272","547.852000422412","0.997627121761767","4.68071249756776","0.001","0.1","500","0.893842968682387","31.3075153964017"
"26","0.0010261527800192","0.108499331017126","547.945816584881","0.997629788163767","4.6020402629443","0.001","0.1","500","0.892355458441428","31.0136455809042"
"27","0.00103054920587585","0.107604047597079","544.989281335757","0.997609345505725","4.55184055172925","0.001","0.1","500","0.891456608940225","30.6711671579139"
"28","0.00103861401653315","0.105994963286076","539.681549037225","0.997492590521292","4.59581778304148","0.001","0.1","500","0.891185396645177","30.2756677232837"
"29","0.00104745676915644","0.104294771589411","534.016237899041","0.997333058532071","4.67845587990091","0.001","0.1","500","0.891311647021269","29.8667015113649"
"30","0.00105674703848343","0.102579362384908","528.254764878254","0.997115420899247","4.8080861253272","0.001","0.1","500","0.891779177258641","29.4500733525901"
"31","0.00106461531769474","0.101176019139826","523.509809681248","0.996933565786567","4.9051995072099","0.001","0.1","500","0.892500448794646","29.0431101524076"
"32","0.00107388693485281","0.0995665817072325","518.062454583768","0.996642830835384","5.08272446088683","0.001","0.1","500","0.893413968974387","28.6391443872604"
"33","0.00108417157489692","0.0978419416107407","512.191812265382","0.996196244552032","5.36120969074719","0.001","0.1","500","0.894376255195844","28.2512204145844"
"34","0.00108889105018893","0.0970886100093332","509.575414686834","0.996138777944843","5.36431160768532","0.001","0.1","500","0.895698640392318","27.88024097585"
"35","0.00109207167182363","0.0965704599963792","507.817122467231","0.996129915814293","5.33989741736285","0.001","0.1","500","0.897181191459454","27.5238333596343"
"36","0.00109489764163556","0.0961232728013663","506.27393753368","0.996141238748159","5.30689452392126","0.001","0.1","500","0.898780427597254","27.179951543746"
"37","0.00109741249224735","0.0957373889202062","504.917346906942","0.996153006237516","5.27755540849681","0.001","0.1","500","0.900446999450966","26.8472102481441"
"38","0.00110038397683094","0.095287734143205","503.334844467736","0.996145234925808","5.26412622266824","0.001","0.1","500","0.902123343963356","26.5256981299399"
"39","0.00110381732341914","0.0947731408109279","501.541632741797","0.996089949548942","5.28403291729106","0.001","0.1","500","0.903739632973189","26.2179066616401"
"40","0.00110719361487963","0.0942755687228034","499.778325644062","0.996036372743538","5.30465630528114","0.001","0.1","500","0.905347219515029","25.9225342483694"
"41","0.00110931677560508","0.0939669770712143","498.681712923986","0.996058932837229","5.27886097020706","0.001","0.1","500","0.907068266765978","25.6339330120779"
"42","0.00111144890850925","0.0936591073799918","497.584240295442","0.996063998881073","5.26561580845005","0.001","0.1","500","0.908725892165054","25.3568487535465"
"43","0.00111332563186634","0.0933945641697769","496.650836280768","0.996086411918644","5.24280073303524","0.001","0.1","500","0.910382514009766","25.0883495284324"
"44","0.00111399141725997","0.0933015621905178","496.307092936512","0.996157727872114","5.19145094066178","0.001","0.1","500","0.912135836260757","24.8256427966997"
"45","0.0011139944173935","0.0932909220502287","496.287823227706","0.996233167421406","5.13862514234212","0.001","0.1","500","0.913874291116083","24.571128441515"
"46","0.00111355810642709","0.0933637885950617","496.526658558916","0.996303393165415","5.09175485246116","0.001","0.1","500","0.915622273818425","24.3265029815424"
"47","0.00111292141162715","0.0934495629444798","496.833897950615","0.996369762211595","5.04739531471904","0.001","0.1","500","0.917311282002021","24.0892252231385"
"48","0.0011125589077446","0.0934992906783455","497.019290638309","0.996437492025825","5.00080308132248","0.001","0.1","500","0.918917139960194","23.8575740046533"
"49","0.00111246743672788","0.0935145757126062","497.079689972544","0.996503859435095","4.95399315650726","0.001","0.1","500","0.920443788129525","23.6318611403383"
"50","0.00111175787247797","0.0936145471525387","497.43303921412","0.996558280525906","4.91681536006491","0.001","0.1","500","0.921948228542747","23.414638991488"
"51","0.00111127905238168","0.0936741067729781","497.657340052615","0.99661264561827","4.87867745050126","0.001","0.1","500","0.923381086749348","23.2027629238822"
"52","0.00111071920560672","0.0937480455132073","497.940335453849","0.996665692632827","4.84058492586196","0.001","0.1","500","0.924746918933457","22.9962536873918"
"53","0.00111039171477891","0.0937983103912071","498.107736393049","0.996716611465523","4.80323038701675","0.001","0.1","500","0.926050172923914","22.7950621652511"
"54","0.00111014339593334","0.0938302126443947","498.233516420889","0.996764793544023","4.76716565547734","0.001","0.1","500","0.927295009328893","22.5991068286425"
"55","0.00110970970844133","0.0938949457157212","498.4589392992","0.996809702254639","4.73289226617558","0.001","0.1","500","0.928485190480393","22.4083006929053"
"56","0.00110924962391536","0.0939490382491945","498.686171059271","0.996850726929279","4.70096798488569","0.001","0.1","500","0.929624018560169","22.2225701817511"
"57","0.00110877851295997","0.0940126177571741","498.902930756059","0.996887157730785","4.67202602008481","0.001","0.1","500","0.930714308923606","22.0418677983663"
"58","0.00110840046059962","0.0940701941769211","499.108298837981","0.996918132271547","4.64681475015659","0.001","0.1","500","0.931758388152263","21.8661800971076"
"59","0.00110779165526582","0.0941434700784606","499.395236017765","0.996942608533935","4.62621646496294","0.001","0.1","500","0.932758109027719","21.6955321254977"
"60","0.00110746637055949","0.0941925611110811","499.582075488769","0.99697187680354","4.60092473328506","0.001","0.1","500","0.933704931774067","21.5277623682207"
"61","0.00110718742201405","0.0942324705627398","499.718830736944","0.996993887787635","4.58098160715034","0.001","0.1","500","0.934613296137925","21.3648869078584"
