1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,500,1,0
11,500,1,0
12,500,1,0
13,499,2,0
14,498,2,1
15,495,5,1
16,492,8,1
17,490,7,4
18,487,10,4
19,478,18,5
20,464,29,8
21,449,41,11
22,431,53,17
23,409,70,22
24,380,94,27
25,338,127,36
26,283,169,49
27,224,206,71
28,170,237,94
29,132,248,121
30,101,260,141
31,75,256,172
32,60,247,197
33,39,245,223
34,31,229,251
35,26,224,272
36,23,216,298
37,19,226,321
38,18,246,344
39,17,284,356
40,14,339,368
41,12,414,377
42,11,485,387
43,10,541,394
44,10,570,403
45,10,575,412
46,9,563,420
47,9,536,429
48,7,517,432
49,7,491,437
50,6,462,441
51,6,434,448
52,4,414,451
53,4,385,455
54,4,365,457
55,4,351,459
56,4,334,465
57,4,320,467
58,4,307,467
59,4,289,471
60,4,270,476
61,4,260,478
62,4,245,483
63,4,232,484
64,4,224,484
65,4,215,488
66,4,210,490
67,4,208,490
68,4,204,491
69,4,195,493
70,4,197,493
71,4,195,493
72,4,197,493
73,4,203,494
74,4,207,494
75,4,214,494
76,4,215,494
77,4,221,494
78,4,229,494
79,4,232,494
80,4,242,495
81,4,240,495
82,4,239,495
83,4,229,496
84,4,231,497
85,0,227,0
86,0,224,0
87,0,214,0
88,0,209,0
89,0,208,0
90,0,205,0
91,0,203,0
92,0,196,0
93,0,184,0
94,0,175,0
95,0,162,0
96,0,153,0
97,0,148,0
98,0,140,0
99,0,133,0
100,0,127,0
101,0,118,0
102,0,114,0
103,0,110,0
104,0,101,0
105,0,93,0
106,0,89,0
107,0,85,0
108,0,80,0
109,0,77,0
110,0,74,0
111,0,72,0
112,0,70,0
113,0,65,0
114,0,59,0
115,0,58,0
116,0,55,0
117,0,53,0
118,0,49,0
119,0,45,0
120,0,43,0
121,0,36,0
122,0,33,0
123,0,30,0
124,0,29,0
125,0,27,0
126,0,26,0
127,0,25,0
128,0,24,0
129,0,23,0
130,0,22,0
131,0,13,0
132,0,11,0
133,0,11,0
134,0,11,0
135,0,10,0
136,0,9,0
137,0,8,0
138,0,7,0
139,0,7,0
140,0,6,0
141,0,6,0
142,0,6,0
143,0,4,0
144,0,4,0
145,0,4,0
146,0,4,0
147,0,2,0
148,0,2,0
149,0,2,0
150,0,2,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
