0.00191445,16.3436,8929.5,0,0.981791,6.94777e-310,
0.0301969,3.60084e-15,22.4561,0,0.986704,0.414603,
0.00122857,6.74635e-08,454.799,0,0.988645,0.524199,
0.000495316,12.4229,26336.3,0,0.983587,0.870242,
0.00864992,1.42575e-15,67.8951,0,0.983889,1.29852,
0.00847415,2.15779e-15,69.0744,0,0.99049,1.77904,
0.00526467,4.4989e-16,102.579,0,0.985263,1.68911,
0.00267832,1.83203e-15,184.627,0,0.983395,2.78277,
0.00175696,6.09835e-16,270.067,0,0.989095,4.07236,
0.00167238,2.17439e-15,282.343,0,0.993618,4.45409,
0.00145083,1.04844e-15,320.2,0,0.995297,4.31098,
0.00128398,0.0584184,408.38,0,0.996268,4.60947,
0.0015399,7.16744e-15,304.039,0,0.997198,4.73348,
0.00142132,0.0222355,344.052,0,0.997731,4.62863,
0.00115008,0.0838191,474.793,0,0.99776,4.53615,
0.00121215,0.0683637,438.802,0,0.997986,4.73852,
0.00110984,0.0930401,499.175,0,0.997921,4.66137,
0.00110302,0.0947478,503.628,0,0.998031,4.80182,
0.00111951,0.0908686,493.235,0,0.998088,4.69364,
0.00112031,0.0906938,492.756,0,0.998133,4.61377,
0.00111562,0.0916852,495.546,0,0.998155,4.51672,
0.00108487,0.0981288,514.278,0,0.997893,4.43038,
0.00107072,0.101111,523.231,0,0.997811,4.6532,
0.00105901,0.103559,530.764,0,0.997728,4.65771,
0.00104176,0.107164,542.125,0,0.99748,4.65959,
0.00104124,0.107272,542.47,0,0.997482,4.82383,
0.00104501,0.106512,540,0,0.997467,4.74304,
0.0010529,0.104972,534.944,0,0.997363,4.68497,
0.00106133,0.103386,529.693,0,0.997216,4.71351,
0.00107037,0.101745,524.227,0,0.997014,4.77976,
0.00107811,0.100385,519.668,0,0.996845,4.89227,
0.00108708,0.0988591,514.523,0,0.99657,4.97552,
0.00109736,0.0971676,508.792,0,0.996141,5.13762,
0.00110179,0.0964585,506.376,0,0.996092,5.39976,
0.00110499,0.0959564,504.656,0,0.99609,5.39653,
0.0011076,0.0955542,503.27,0,0.996106,5.36757,
0.00111011,0.0951724,501.948,0,0.996123,5.33084,
0.00111293,0.0947508,500.48,0,0.996121,5.29796,
0.00111637,0.0942428,498.704,0,0.996072,5.28063,
0.00111964,0.0937678,497.036,0,0.996025,5.29591,
0.00112161,0.0934853,496.04,0,0.996051,5.31229,
0.00112378,0.0931783,494.954,0,0.99606,5.28397,
0.00112556,0.0929289,494.069,0,0.996086,5.26802,
0.00112607,0.0928577,493.815,0,0.996158,5.24303,
0.0011262,0.0928389,493.748,0,0.996234,5.19104,
0.00112558,0.0929249,494.056,0,0.996303,5.13802,
0.00112494,0.0930128,494.372,0,0.996369,5.09188,
0.00112455,0.093065,494.561,0,0.996436,5.04827,
0.00112435,0.0930923,494.659,0,0.996502,5.00211,
0.0011237,0.0931806,494.98,0,0.996555,4.95551,
0.00112317,0.0932532,495.243,0,0.996609,4.91908,
0.0011227,0.0933156,495.47,0,0.996661,4.88155,
0.00112228,0.0933722,495.677,0,0.996711,4.84398,
0.00112188,0.0934262,495.875,0,0.996759,4.80709,
0.00112148,0.0934802,496.072,0,0.996803,4.77145,
0.00112106,0.0935359,496.276,0,0.996844,4.73762,
0.00112062,0.0935944,496.492,0,0.99688,4.70614,
0.00112016,0.0936566,496.72,0,0.99691,4.67766,
0.00111966,0.0937229,496.965,0,0.996934,4.65294,
0.00111928,0.0937739,497.153,0,0.996963,4.63285,
0.00111885,0.0938306,497.363,0,0.996984,4.60794,
0.00111851,0.0938757,497.529,0,0.997009,4.58841,
0.00111824,0.0939111,497.661,0,0.997037,4.56506,
0.00111793,0.0939533,497.817,0,0.997058,4.53898,
0.00111766,0.0939878,497.945,0,0.99708,4.51865,
1025,

