0.288036,2.90292e-14,1.38323,2.69222e+14,0,0.874093,6.91479e-310,
7.9321e-129,1.98216e-15,1.03818,8.02008e+142,0,0.966991,0.521497,
0.00230443,0.259477,26.5049,62224.3,0,0.996225,0.606365,
0.00592015,0.318654,16.9528,13016.4,0,0.998101,0.566669,
0.00339937,2.36455e-09,4.27017,5.73942e+11,0,0.999394,0.829232,
0.0028183,0.171776,5.59151,14373.6,0,0.99979,0.903123,
0.0035149,8.71566e-11,3.96297,1.40549e+13,0,0.999882,0.861513,
0.00377119,1.93261e-16,1.1672,2.15203e+18,0,0.999372,0.894799,
0.00552451,2.88247e-16,0.229373,4.63335e+17,0,0.99892,2.6196,
0.00604316,3.96626e-16,0.156083,2.83198e+17,0,0.999192,4.17418,
0.00625541,8.48638e-16,0.135471,1.24966e+17,0,0.99939,4.19988,
0.00633489,7.29872e-16,0.129272,1.42558e+17,0,0.999526,4.11808,
0.0064411,7.75025e-16,0.122276,1.3117e+17,0,0.999612,4.00306,
0.00675537,8.90357e-16,0.105233,1.07336e+17,0,0.999585,3.93028,
0.00673657,1.02362e-15,0.106104,9.36806e+16,0,0.99965,4.37388,
0.00672185,1.36855e-15,0.10673,7.02482e+16,0,0.999699,4.25983,
0.00681481,1.96396e-16,0.103139,4.82046e+17,0,0.999722,4.15424,
0.00663755,0.0312364,0.0627312,3021.88,0,0.999488,4.17279,
0.00643305,0.0439654,0.053168,2197.25,0,0.999424,5.84406,
0.00614698,0.050663,0.0531079,1984.05,0,0.999178,6.35179,
0.00606719,0.0520226,0.0536112,1954.29,0,0.999205,7.71983,
0.00597023,0.0535112,0.0543032,1926.19,0,0.9992,7.70656,
0.00584543,0.0552164,0.0553296,1900,0,0.999132,7.81759,
0.00571374,0.056846,0.0565266,1880.46,0,0.99902,8.19282,
0.00555131,0.058721,0.0580988,1863.42,0,0.998773,8.72702,
0.00555579,0.0586719,0.0580554,1863.79,0,0.998812,9.75337,
0.00553798,0.0588569,0.0582223,1862.59,0,0.998839,9.59045,
0.00558654,0.0583803,0.0577843,1865.29,0,0.99883,9.45303,
0.00559112,0.058338,0.0577445,1865.5,0,0.998853,9.45892,
0.00567218,0.0576417,0.057058,1868.11,0,0.998746,9.31603,
0.0437601,0.0129653,0.00806931,2688.59,0,0.859551,9.69256,
0.00572684,0.0396043,0.0775846,2728.86,0,0.998581,101.988,
0.00542331,0.0968075,0.0291463,1155.48,0,0.998407,10.177,
0.0052849,0.107706,0.0245522,1064,0,0.998289,10.7093,
0.00544225,0.0230425,0.111191,5005.16,0,0.998245,11.0185,
0.0471141,0.0402077,0.00703343,1171.3,0,0.892259,11.0689,
0.00506513,0.123404,0.0193513,967.027,0,0.998166,85.9989,
0.00494761,0.13136,0.0172389,929.213,0,0.997982,11.1236,
0.0322971,0.0536757,0.00536256,921.099,0,0.89478,11.5721,
0.0443767,0.0149529,0.00152502,1825.39,0,0.642576,82.8566,
0.0048581,0.137442,0.0157952,903.994,0,0.997846,151.305,
0.00518322,0.0166678,0.132502,7325.39,0,0.997769,11.631,
0.00525015,0.0176462,0.128134,6824.33,0,0.997642,11.7204,
0.0396595,0.0433038,0.00620971,1040.55,0,0.809661,11.925,
0.00519578,0.118394,0.0200771,986.59,0,0.99719,106.05,
0.00534039,0.111195,0.0219255,1025.51,0,0.996772,12.754,
0.00547082,0.105036,0.0236484,1063.47,0,0.996447,13.5331,
0.00576618,0.0252527,0.0995248,4340.69,0,0.99623,14.0574,
0.039064,0.00254209,0.0468339,13817.6,0,0.603068,14.3432,
0.00587095,0.0269198,0.094436,4003.62,0,0.996097,145.802,
0.0425814,0.0514546,0.00886927,835.803,0,0.736811,14.3285,
0.00572668,0.0937854,0.0271878,1146.95,0,0.996091,116.622,
0.00590867,0.0275015,0.0927102,3896.07,0,0.996094,14.0913,
0.00589669,0.0273275,0.0932342,3928.04,0,0.996095,13.9721,
0.00571761,0.0941203,0.0270845,1144.29,0,0.996093,13.8593,
0.00589491,0.0272978,0.0933197,3933.41,0,0.996104,13.758,
0.0523661,0.00831302,0.0398433,4192.06,0,0.546433,13.6431,
0.00592911,0.0277439,0.0919265,3850.57,0,0.996109,146.241,
0.0393681,0.0209578,0.0122185,1571.16,0,0.186959,13.4616,
0.000677336,24.7231,0.0141488,806.982,0,0.957443,193.482,
0.00587032,0.088649,0.0288385,1190.48,0,0.996021,44.0453,
0.0059166,0.0870736,0.0293662,1204.87,0,0.995971,13.4109,
0.0354022,0.00692308,0.0411539,5388.58,0,0.357905,13.4424,
0.00618622,0.0310254,0.0823311,3322.39,0,0.995684,169.179,
0.0561166,0.000824653,0.0294572,25652.3,0,-0.104367,13.8421,
0.0548814,0.00786512,0.101937,8940.16,0,0.747617,220.932,
