0.42227,0.562601,2.52913e-07,6.12825,0.450739,0,0.944843,6.91497e-310,
4.85304e-56,3.07129e-237,0.19193,4.48544e+291,0.62857,0,0.976258,0.345164,
1.80361e-08,1.04233e-07,0.000569523,4.83703e+14,0.20068,0,0.994571,0.514252,
0.0101484,3.75804,7.2052e-10,131.947,0.0852768,0,0.998431,0.679533,
0.00882219,3.24212e-22,1.26372e-13,2.8564e+23,0.28067,0,0.999489,0.75372,
0.00243759,0.00779205,370.188,0.146078,0,0.999819,0.829251,
0.00281027,8.78902e-12,321.409,0.140805,0,0.999906,0.800022,
0.00226819,1.61691e-15,362.931,0.241161,0,0.999476,0.796485,
0.00170222,6.45242e-16,422.653,0.498449,0,0.998269,2.39191,
0.00140691,1.1362e-15,465.928,0.790763,0,0.997888,5.28462,
0.0012069,5.75385e-16,502.076,1.14303,0,0.997546,6.79179,
0.00106255,4.80961e-17,532.633,1.55129,0,0.997213,8.26205,
0.000943038,6.51828e-17,561.531,2.06155,0,0.996716,9.70777,
0.000822401,1.32768e-16,595.345,2.83373,0,0.995618,11.4333,
0.000748033,1.03509e-16,619.174,3.51123,0,0.995313,14.212,
0.0121099,0.0392988,0.0393362,2185.45,0.183856,0,0.999911,15.5893,
0.0123005,0.0198863,0.0598398,4311.96,0.179511,0,0.999914,2.26087,
0.0103454,0.0432494,0.043254,2079.49,0.268866,0,0.99963,2.31626,
0.00905253,0.0464,0.0464022,2013.45,0.368752,0,0.999511,4.96857,
0.00747319,0.0506568,0.050656,1945.47,0.573359,0,0.999209,5.85328,
0.00701863,0.0519794,0.0519773,1928.84,0.660285,0,0.999223,7.5751,
0.00652312,0.0534337,0.0534299,1913.35,0.777409,0,0.999206,7.62164,
0.00594717,0.0551876,0.0551811,1898.04,0.952438,0,0.999132,7.78461,
0.00539447,0.0569779,0.0569679,1885.77,1.1748,0,0.999023,8.19137,
0.00477731,0.0591653,0.0591494,1874.77,1.51497,0,0.998795,8.71404,
0.00482244,4.19527e-06,0.0589977,0.0589865,2.63753e+07,1.48575,0,0.998832,9.66435,
0.00478007,0.058444,0.000702857,0.0591311,1897.48,1.51339,0,0.998861,9.50903,
0.00498519,0.058496,8.65818e-07,0.0584823,1876.68,1.38463,0,0.998843,9.36199,
0.00501837,0.0583274,7.29359e-05,0.0583858,1879.21,1.36503,0,0.998865,9.40559,
0.00535194,1.0356e-07,0.0575225,0.0575052,1.04337e+09,1.18567,0,0.998749,9.26727,
0.0056989,0.000231106,0.0600257,0.0532767,461478,1.02434,0,0.998615,9.67977,
0.00536016,0.0805975,0.0013115,0.0373016,1354.91,1.12661,0,0.998584,10.129,
0.00479373,5.68206e-11,0.102525,0.0272891,2.00885e+12,1.36493,0,0.998416,10.1685,
0.00440188,0.000699059,0.114979,0.0226101,169112,1.57773,0,0.99831,10.6788,
0.00420934,0.121124,0.00100339,0.0207005,994.504,1.7007,0,0.998288,10.9497,
0.00399144,0.129483,1.57663e-06,0.0187952,951.513,1.85781,0,0.998241,10.9326,
0.00384667,0.0145014,0.119954,0.0176564,8631.83,1.9743,0,0.998221,10.987,
0.00355555,0.0011221,0.143827,0.0155708,115476,2.24221,0,0.998067,10.9538,
0.00334291,0.15075,0.00251796,0.014168,884.005,2.47095,0,0.997962,11.3257,
0.00331983,0.154197,5.96898e-15,0.0140259,867.005,2.49781,0,0.997969,11.5326,
0.00339943,2.74102e-05,0.151113,0.0144849,4.82561e+06,2.40601,0,0.997955,11.4055,
0.00355079,0.000896163,0.14494,0.0153028,144844,2.24207,0,0.997887,11.3347,
0.00378488,0.130151,0.00843997,0.016489,971.586,2.01468,0,0.99773,11.4069,
0.00406404,0.000151613,0.130955,0.0178195,811507,1.77999,0,0.997531,11.7014,
0.00444613,0.122363,3.16111e-10,0.019541,973.514,1.512,0,0.99721,12.0788,
0.0049361,0.0932609,0.0196917,0.0216468,1233.54,1.23901,0,0.996776,12.7093,
0.00540729,0.102246,0.00302221,0.023606,1093.77,1.03305,0,0.996447,13.5231,
0.00582056,0.000808297,0.098545,0.0252881,135412,0.88695,0,0.99623,14.0572,
0.00605801,2.41458e-07,0.0962509,0.0262363,4.48259e+08,0.814691,0,0.996165,14.3428,
