0,1
1,5
2,26
3,111
4,319
5,643
6,822
7,849
8,826
9,784
10,745
11,708
12,672
13,637
14,609
15,581
16,560
17,536
18,510
19,489
20,467
21,453
22,429
23,407
24,391
25,368
26,352
27,333
28,317
29,300
30,279
31,269
32,252
33,236
34,220
35,210
36,198
37,187
38,176
39,166
40,154
41,143
42,137
43,130
44,129
45,124
46,115
47,112
48,107
49,100
50,94
51,89
52,84
53,82
54,77
55,73
56,68
57,64
58,60
59,59
60,52
61,50
62,47
63,45
64,43
65,42
66,39
67,38
68,36
69,33
70,32
71,29
72,28
73,27
74,27
75,25
76,24
77,23
78,19
79,19
80,18
81,16
82,15
83,15
84,14
85,14
86,14
87,12
88,12
89,11
90,10
91,8
92,8
93,8
94,6
95,5
96,4
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,2
112,2
113,2
114,2
115,2
116,2
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
