"Beta","Gamma","S0","RSquare","RMSE","Real Beta","Real Gamma","Real S0","Real RSquare","Real RMSE"
"1","0.00282930040994568","1.2616551858924e-05","578.859305167358","0.999995827704924","0.245277570580133","0.0015","0.05","1000","0.902457426601985","37.5027869249058"
"2","0.00180605418808891","7.04497277529208e-05","864.598150405311","0.999220970651687","6.49322837593261","0.0015","0.05","1000","0.957485119837493","47.9681982656064"
"3","0.00176166592569877","9.10805458732978e-07","882.568812636761","0.999576641903019","6.38195153727796","0.0015","0.05","1000","0.978100193285613","45.9006817662607"
"4","0.00169925917170643","0.0262391486212294","928.590600054009","0.999645035855407","6.53143378314453","0.0015","0.05","1000","0.984640335975262","42.9641691391851"
"5","0.00165618226491255","0.0398620833118718","958.498664373327","0.999678452752766","6.45262070602539","0.0015","0.05","1000","0.987136767388928","40.8120332256296"
"6","0.00162727847440498","0.0477588548176341","978.232524558274","0.999664801031236","6.59597501838646","0.0015","0.05","1000","0.98800830171442","39.4518663758101"
"7","0.00161673490437973","0.0502627750282718","985.257253202847","0.999671647216477","6.42584525881084","0.0015","0.05","1000","0.988265908968171","38.4135338547"
"8","0.00161310513220792","0.0510344900470763","987.617929072391","0.999680312685402","6.18679343526945","0.0015","0.05","1000","0.988235317712122","37.5312213323486"
"9","0.00161097851495327","0.0514428899831942","988.952310801243","0.999685248596474","5.96279253182265","0.0015","0.05","1000","0.988017316153675","36.7910905953853"
"10","0.00160885628490479","0.0518018005320799","990.205765772368","0.999686352433287","5.76932464027635","0.0015","0.05","1000","0.987652784519836","36.198318560662"
"11","0.00161067921520087","0.0515103024563925","989.125716436887","0.999685046312107","5.60226174025356","0.0015","0.05","1000","0.987374458054074","35.4703023630131"
"12","0.0016133266204212","0.0511224894593561","987.569265742378","0.999677563165273","5.49544542203335","0.0015","0.05","1000","0.987135501845711","34.7117706517631"
"13","0.00161907539274384","0.0503433437418449","984.282685076755","0.999622296140678","5.7729545749624","0.0015","0.05","1000","0.987054189384504","33.7976500927784"
"14","0.00162444077997776","0.0496597409676543","981.278940499459","0.99956316965342","6.0337726050574","0.0015","0.05","1000","0.987013289504877","32.8988965791739"
"15","0.00162765266648857","0.0492555101122738","979.460049047167","0.999532324309415","6.07703532855524","0.0015","0.05","1000","0.986978154382994","32.066737692114"
"16","0.00163142141934545","0.0488339187883644","977.415920794907","0.999487693550025","6.20166858288255","0.0015","0.05","1000","0.986981098902395","31.2629401462523"
"17","0.00163455712699808","0.0484944324579183","975.737538169196","0.999451595689263","6.2677329906939","0.0015","0.05","1000","0.987004777193612","30.5106068273253"
"18","0.00163971553110939","0.0479616337893678","973.01497937994","0.999337289912044","6.7409414107536","0.0015","0.05","1000","0.987001896246469","29.8536567884815"
"19","0.00164246055529927","0.0476843120908144","971.541321283897","0.999298556049758","6.7989756515039","0.0015","0.05","1000","0.987045050440099","29.2188828784529"
"20","0.00164407096194197","0.0475369746371191","970.727628354875","0.999289713363221","6.7210640883341","0.0015","0.05","1000","0.987124549204924","28.6154875083702"
"21","0.00164602067918969","0.0473568272223088","969.714182769532","0.999268745964825","6.71040312985218","0.0015","0.05","1000","0.987195910254205","28.0793804855211"
"22","0.00164627602364365","0.0473366835765978","969.581084895592","0.999276631822548","6.58176879833161","0.0015","0.05","1000","0.987333129381182","27.5420513254109"
"23","0.00164670701997114","0.0472975078868678","969.358082614892","0.999284446436398","6.46595602202161","0.0015","0.05","1000","0.987481081592456","27.0454226199143"
