0	2956
1	2763
2	2967
3	3054
4	2955
5	2886
6	2972
7	3088
8	2868
9	2524
10	2481
11	2604
12	2629
13	2909
14	2949
15	2696
16	2464
17	2587
18	2984
19	2936
20	2851
21	2815
22	2598
23	2354
24	2595
25	3249
26	2982
27	2735
28	2724
29	2825
30	2557
31	2188
32	2273
33	2216
34	2246
35	2393
36	2429
37	2183
38	2284
39	2555
40	2351
41	2617
42	2611
43	2323
44	2356
45	2085
46	2358
47	2509
48	2513
49	2458
50	2195
51	2107
52	2201
53	2479
54	3706
55	2857
56	2775
57	2344
58	2218
59	1701
60	2179
61	2107
62	1921
63	2113
64	1994
65	1605
66	1744
67	2029
68	2161
69	2005
70	1631
71	1649
72	1482
73	1526
74	1885
75	1757
76	2009
77	2068
78	1907
79	1601
80	1559
81	2029
82	1826
83	1239
84	1671
85	2051
86	1807
87	1652
88	1810
89	1950
90	1896
91	1955
92	1927
93	1505
94	1493
95	1960
96	1983
97	1952
98	1984
99	1798
100	1787
101	1608
102	1173
103	2019
104	2188
105	1977
106	1780
107	1349
108	1269
109	1501
110	1605
111	1884
112	1574
113	1552
114	1450
115	1373
116	1739
117	1925
118	1962
119	1817
120	1790
121	1322
122	1346
123	1538
124	1711
125	1615
126	1807
127	1639
128	1235
129	1373
130	1385
131	1629
132	1475
133	1928
134	1634
135	1250
136	1302
137	1050
138	1575
139	1551
140	1515
141	1526
142	1175
143	1113
144	1337
145	1295
146	1198
147	1282
148	1317
149	1050
150	1108
151	1193
152	1255
153	1333
154	1551
155	1718
156	1189
157	1442
158	1633
159	1648
160	1743
161	1299
162	1356
163	1343
164	1446
165	1476
166	1371
167	1193
168	1202
169	1140
170	1192
171	1291
172	1161
173	1101
174	923
175	951
176	1042
177	1137
178	1123
179	1146
180	1331
181	1378
182	1447
183	1343
184	1310
185	1324
186	1384
187	1413
188	1436
189	1339
190	1523
191	1322
192	1351
193	1331
194	1482
195	1339
196	1439
197	1343
198	615
199	703
200	769
201	811
202	791
203	699
204	815
205	698
206	799
207	718
208	898
209	888
210	782
211	689
212	605
213	684
214	735
215	743
216	628
217	668
218	752
219	633
220	603
221	699
222	664
223	729
224	758
225	813
226	613
227	604
228	716
229	699
230	917
231	712
232	860
233	740
234	653
235	829
236	765
237	665
238	748
239	748
240	582
241	515
242	724
243	748
244	770
245	1889
246	1708
247	1738
248	1504
249	1622
250	1514
251	1484
252	1588
253	1584
254	1351
255	1576
256	1634
257	1512
258	1517
259	1499
260	1416
261	1309
262	1244
263	1464
264	1510
265	1448
266	1465
267	1349
268	1312
269	1433
270	1483
271	960
272	1261
273	1313
274	1356
275	1386
276	1228
277	1182
278	1380
279	1209
280	1171
281	1051
282	1203
283	1208
284	1319
285	1388
286	1239
287	1261
288	1243
289	1273
290	1135
291	1281
292	1199
293	1211
294	1230
295	1089
296	1219
297	1278
298	1098
299	1196
300	1160
301	1232
302	1154
303	1235
304	1203
305	1188
306	1382
307	1181
308	1088
309	1164
310	1156
311	1151
312	1174
313	1192
314	1494
315	1721
316	1714
317	1697
318	1773
319	1654
320	1622
321	1708
322	1620
323	1638
324	1609
325	1781
326	1714
327	1774
328	1654
329	1620
330	1632
331	1479
332	1513
333	1573
334	1643
335	1518
336	1546
337	1235
338	1484
339	1567
340	1518
341	1626
342	1535
343	1513
344	1513
345	1493
346	1460
347	1530
348	1268
349	1550
350	1499
351	1453
352	1314
353	1228
354	1412
355	1422
356	1362
357	1273
358	1288
359	1237
360	1229
361	1379
362	1342
363	1346
364	1191
365	1522
366	1356
367	1334
368	1233
369	1413
370	1383
371	1352
372	1318
373	1239
374	1088
375	1290
376	1365
377	1471
378	1266
379	1174
380	1224
381	1018
382	811
383	796
384	700
385	1197
386	1494
387	1281
388	1313
389	1336
390	1424
391	1292
392	1468
393	1485
394	1447
395	1371
396	1408
397	1277
398	1077
399	1342
400	1292
401	1236
402	1114
403	1220
404	1094
405	1252
406	1266
407	1199
408	1085
409	1143
410	1244
411	1127
412	1203
413	1126
414	1142
415	1074
416	986
417	1097
418	1084
419	1091
420	938
421	1071
422	984
423	1086
424	1108
425	974
426	800
427	966
428	717
429	671
430	625
431	825
432	727
433	908
434	723
435	638
436	769
437	748
438	828
439	680
440	710
441	602
442	723
443	633
444	823
445	762
446	720
447	823
448	749
449	643
450	404
451	398
452	445
453	401
454	686
455	707
456	685
457	786
458	643
459	672
460	676
461	761
462	769
463	682
464	733
465	770
466	1097
467	1112
468	1067
469	1116
470	975
471	975
472	1039
473	1113
474	904
475	1009
476	1063
477	977
478	876
479	911
480	968
481	900
482	874
483	904
484	815
485	861
486	859
487	914
488	1007
489	939
490	1015
491	978
492	1127
493	1040
494	1137
495	1029
496	1235
497	1285
498	1102
499	1095
500	1033
501	1066
502	1051
503	1207
504	1035
505	1100
506	1057
507	1030
508	1043
509	1214
510	1085
511	1047
512	1005
513	983
514	1029
515	968
516	996
517	997
518	1009
519	823
520	907
521	933
522	952
523	1019
524	932
525	815
526	935
527	986
528	959
529	944
530	898
531	948
532	1011
533	961
534	946
535	917
536	1027
537	963
538	899
539	958
540	985
541	991
542	1004
543	928
544	1014
545	819
546	455
547	502
548	511
549	531
550	613
551	536
552	497
553	396
554	470
555	513
556	569
557	1260
558	733
559	338
560	363
561	327
562	252
563	288
564	365
565	488
566	470
567	2059
568	2385
569	2211
570	1587
571	2017
572	2268
573	2165
574	2190
575	2223
576	2160
577	1704
578	1784
579	1922
580	3213
581	4174
582	3628
583	4498
584	4096
585	4505
586	3417
587	4990
588	4684
589	4428
590	3375
591	3469
592	2840
593	3896
594	3530
595	3041
596	4235
597	4607
598	3990
599	3853
600	4359
601	3261
602	3510
603	3124
604	3672
605	2560
606	2550
607	3650
608	3900
609	4539
610	4626
611	3439
612	2941
613	4986
614	5047
615	5469
616	4677
617	1636
618	2246
619	2016
620	1727
621	1744
622	2540
623	2575
624	1912
625	3630
626	3313
627	3757
628	4910
629	6909
630	6431
631	6730
632	5300
633	2794
634	2033
635	1180
636	4675
637	4201
638	4238
639	2393
640	2579
641	6022
642	9194
643	8709
644	6353
645	7864
646	7926
647	5832
648	6790
649	5384
650	10244
651	5553
652	7470
653	6812
654	7707
655	10428
656	11245
657	9917
658	3915
659	2739
660	604
661	1902
662	934
663	8901
664	5804
665	12071
666	7173
667	8727
668	5565
669	7792
670	5781
671	6169
672	8920
673	5596
674	4533
675	4885
676	3032
677	1578
678	2309
679	2474
680	1444
681	21731
682	10184
683	1688
684	316
685	29078
686	32845
687	26904
688	29549
689	27175
690	25966
691	25612
692	27751
693	25194
694	29859
695	42992
696	40155
697	32528
698	46586
699	33563
700	47390
701	52144
702	53230
703	52675
704	49192
705	33901
706	22426
707	34419
708	33252
709	34341
710	38020
711	36224
712	35074
713	32765
714	29569
715	28306
716	31301
717	31190
718	31120
719	29533
720	30579
721	30001
722	27947
723	30156
724	29949
725	27720
726	27170
727	27728
728	26903
729	27575
730	27948
731	28506
732	27640
733	25775
734	25572
735	25594
736	26755
737	27466
738	27596
739	26588
740	26005
741	24692
742	24114
743	23853
744	25694
745	26524
746	26161
747	24982
748	24909
749	27174
750	27811
751	25700
752	25592
753	25777
754	25574
755	22651
756	26303
757	25707
758	25104
759	25540
760	25734
761	24292
762	23935
763	24056
764	22565
765	23536
766	25860
767	23396
768	21370
769	21403
770	20791
771	21384
772	22150
773	21574
774	21350
775	21121
776	20477
777	20009
778	20857
779	20887
780	21741
781	16103
782	23257
783	22257
784	22660
785	22555
786	22684
787	23812
788	22187
789	22115
790	22445
791	22012
792	21048
793	22123
794	23090
795	21212
796	20286
797	21521
798	20829
799	19843
800	22277
801	22245
802	22167
803	21573
804	21089
805	21092
806	21033
807	21996
808	22443
809	21570
810	22071
811	21659
812	21352
813	21188
814	21244
815	20551
816	20079
817	19534
818	20138
819	19644
820	20057
821	20303
822	20676
823	19426
824	19656
825	20518
826	19770
827	19435
828	19996
829	19070
830	19420
831	19326
832	18939
833	18637
834	18214
835	18618
836	19043
837	18637
838	18345
839	12091
840	19604
841	18132
842	17340
843	18976
844	18507
845	6160
846	14290
847	17851
848	17234
849	17993
850	18037
851	17610
852	17063
853	16769
854	16523
855	15961
856	16479
857	16216
858	15965
859	17095
860	15972
861	16418
862	16244
863	15408
864	14728
865	16565
866	15458
867	15954
868	15353
869	15566
870	15347
871	15671
872	15557
873	15222
874	14932
875	15391
876	14702
877	15012
878	14868
879	15404
880	14925
881	14754
882	14619
883	14160
884	14736
885	15305
886	14530
887	14509
888	14136
889	14174
890	13658
891	14170
892	14173
893	14159
894	14284
895	14054
896	14325
897	14398
898	14106
899	13956
900	13395
901	14162
902	14053
903	14203
904	13353
905	13559
906	13608
907	13634
908	13635
909	13683
910	13363
911	12705
912	12927
913	13005
914	13081
915	12963
916	9107
917	10497
918	13273
919	11832
920	12491
921	13220
922	13196
923	12935
924	13076
925	12334
926	12623
927	12737
928	12882
929	12798
930	12946
931	12367
932	12267
933	11937
934	12108
935	12597
936	12864
937	12401
938	12422
939	11832
940	14088
941	12584
942	12773
943	12067
944	12257
945	11867
946	12370
947	12173
948	11904
949	12186
950	11850
951	11558
952	11375
953	11896
954	11554
955	11581
956	12902
957	12527
958	12276
959	11885
960	12318
961	12446
962	11660
963	11428
964	11759
965	11749
966	10808
967	11940
968	11584
969	11825
970	11087
971	11207
972	11220
973	11357
974	11495
975	11214
976	11206
977	11512
978	10694
979	10682
