0,1
1,8
2,18
3,9
4,16
5,4
6,0
7,21
8,16
9,16
10,0
11,0
12,0
13,21
14,7
15,19
16,0
17,33
18,0
19,11
20,18
21,28
22,17
23,0
24,0
25,42
26,31
27,37
28,28
29,95
30,66
31,103
32,20
33,18
34,14
35,13
36,20
37,13
38,22
39,13
40,15
41,261
42,87
43,22
44,111
45,262
46,345
47,361
48,448
49,390
50,308
51,376
52,291
53,384
54,437
55,482
56,416
57,253
58,378
59,289
60,371
61,447
62,428
63,401
64,425
65,347
66,220
67,358
68,334
69,413
70,381
71,361
72,326
73,317
74,303
75,322
76,411
77,334
78,339
79,276
80,329
81,327
82,367
83,372
84,326
85,333
86,269
87,334
88,276
89,319
90,418
91,361
92,305
93,303
94,307
95,361
96,313
97,369
98,376
99,362
100,317
101,283
102,289
103,352
104,388
105,332
106,370
107,399
108,350
109,335
110,346
111,326
112,358
113,471
114,476
115,396
116,287
117,293
118,325
119,312
120,274
121,248
122,264
123,278
124,236
125,256
126,295
127,228
128,205
129,201
130,181
131,240
132,234
133,196
134,185
135,204
136,164
137,209
138,232
139,187
140,193
141,116
142,188
143,193
144,209
145,204
146,196
147,220
148,167
149,168
150,169
151,178
152,197
153,201
154,203
155,164
156,138
157,187
158,130
159,178
160,167
161,162
162,185
163,130
164,117
165,125
166,151
167,141
168,153
169,161
170,158
171,135
172,135
173,152
174,148
175,133
176,126
177,167
178,122
179,137
180,141
181,135
182,174
183,139
184,119
185,141
186,110
187,129
188,154
189,137
190,132
191,102
192,118
193,128
194,112
195,126
196,136
197,147
198,145
199,89
200,107
201,130
202,113
203,122
204,106
205,53
206,105
207,107
208,92
209,95
210,106
211,80
212,85
213,92
214,105
215,94
216,90
217,114
218,78
219,106
220,88
221,83
222,91
223,103
224,79
225,92
226,80
227,91
228,85
229,83
230,88
231,91
232,89
233,83
234,66
235,98
236,89
237,81
238,101
239,93
240,88
241,96
242,88
243,85
244,111
245,142
246,113
247,114
248,74
249,101
250,89
251,76
252,99
253,71
254,72
255,71
256,96
257,89
258,95
259,97
260,71
261,78
262,72
263,91
264,59
265,85
266,109
267,82
268,70
269,93
270,82
271,65
272,77
273,70
274,78
275,66
276,38
277,53
278,83
279,70
280,63
281,73
282,66
283,71
284,83
285,82
286,69
287,71
288,64
289,50
290,71
291,61
292,69
293,72
294,91
295,53
296,55
297,64
298,73
299,64
300,69
301,70
302,67
303,60
304,80
305,74
306,62
307,63
308,57
309,58
310,63
311,48
312,72
313,58
314,67
315,97
316,78
317,74
318,88
319,71
320,101
321,112
322,84
323,89
324,99
325,86
326,79
327,85
328,80
329,86
330,79
331,60
332,87
333,70
334,72
335,67
336,96
337,89
338,96
339,67
