0,9
1,8
2,8
3,12
4,9
5,15
6,12
7,19
8,17
9,20
10,20
11,24
12,18
13,22
14,15
15,18
16,32
17,43
18,56
19,71
20,78
21,112
22,123
23,199
24,237
25,244
26,275
27,298
28,314
29,274
30,252
31,266
32,254
33,260
34,228
35,197
36,179
37,103
38,113
39,59
40,41
41,48
42,32
43,33
44,25
45,27
46,23
47,19
48,32
49,44
50,42
51,64
52,78
53,95
54,121
55,139
56,151
57,231
58,262
59,361
60,495
61,674
62,823
63,1105
64,1166
65,1107
66,1165
67,1094
68,1132
69,1088
70,1109
71,1103
72,1132
73,1104
74,1089
75,1045
76,934
77,772
78,653
79,467
80,314
81,240
82,205
83,160
84,127
85,112
86,94
87,83
88,62
89,54
90,28
91,25
92,14
93,14
94,10
95,20
96,12
97,11
98,3
99,10
100,13
101,7
102,22
103,19
104,27
105,29
106,26
107,14
108,42
109,43
110,37
111,55
112,41
113,67
114,50
115,65
116,93
117,84
118,83
119,110
120,156
121,158
122,202
123,208
124,238
125,266
126,293
127,332
128,454
129,516
130,579
131,615
132,508
133,464
134,436
135,348
136,318
137,233
138,223
139,160
140,140
141,111
142,98
143,83
144,60
145,56
146,50
147,17
148,12
149,20
150,25
