0	3192
1	3316
2	3425
3	3749
4	4075
5	4326
6	4580
7	4108
8	4669
9	4710
10	4906
11	5151
12	5470
13	5690
14	5341
15	5364
16	5840
17	6251
18	6413
19	7298
20	7596
21	8485
22	8459
23	8822
24	7974
25	7450
26	6695
27	6304
28	5689
29	4980
30	4522
31	4061
32	3811
33	3729
34	3347
35	3055
36	2898
37	2529
38	2255
39	1970
40	2052
41	2100
42	2048
43	2161
44	2294
45	2501
46	2705
47	2746
48	2914
49	3280
50	3501
51	3649
52	4345
53	4711
54	5011
55	4913
56	5155
57	6130
58	6364
59	7114
60	8887
61	11472
62	13885
63	15765
64	17022
65	18396
66	20381
67	19570
68	17501
69	15146
70	13708
71	11980
72	10825
73	9905
74	9318
75	9066
76	8206
77	7022
78	6507
79	5978
80	5374
81	4674
82	4463
83	4040
84	3736
85	3656
86	3272
87	3265
88	2946
89	2900
90	2672
91	2354
92	2444
93	2312
94	2074
95	2282
96	2274
97	2002
98	2232
99	2695
100	2828
101	3194
102	3411
103	3946
104	4772
105	5636
106	5716
107	5650
108	6163
109	6770
110	7064
111	7672
112	7219
113	9912
114	10583
115	13722
116	15530
117	17470
118	17606
119	16878
120	15941
121	14191
122	12596
123	11353
124	10893
125	9847
126	9237
127	8708
128	8001
129	7740
130	7375
131	7047
132	6521
133	6223
134	5748
135	5341
136	5210
137	4763
138	4662
139	4222
140	4057
141	3793
142	3365
143	3039
144	2928
145	3066
146	3022
147	2783
148	2631
149	2705
150	2110
