0.106852,497.366,0,0.99983,6.90413e-310,
0.103218,495.972,0,0.999677,2.31249,
0.104365,496.54,0,0.999647,2.91396,
0.105857,497.431,0,0.999549,2.83789,
0.105997,497.528,0,0.999566,3.04293,
0.104575,496.416,0,0.999341,2.87408,
0.103751,495.702,0,0.999262,3.43457,
0.102616,494.627,0,0.999011,3.56395,
0.101765,493.757,0,0.99886,4.06834,
0.101572,493.547,0,0.998925,4.3324,
0.101495,493.458,0,0.998998,4.20146,
0.101525,493.494,0,0.999067,4.0644,
0.101149,493.02,0,0.999038,3.93637,
0.100744,492.49,0,0.998976,4.00817,
0.100553,492.231,0,0.999008,4.14478,
0.100413,492.035,0,0.999047,4.09796,
0.100401,492.018,0,0.999101,4.03435,
0.100254,491.801,0,0.999121,3.93747,
0.100193,491.708,0,0.99916,3.90676,
0.100185,491.697,0,0.999201,3.83298,
0.100276,491.838,0,0.999225,3.7525,
0.100301,491.878,0,0.999258,3.71153,
0.100375,491.998,0,0.999277,3.6425,
0.10039,492.023,0,0.999304,3.60525,
0.100391,492.025,0,0.999329,3.54179,
0.10046,492.141,0,0.999338,3.4802,
0.100548,492.291,0,0.999333,3.46152,
0.100576,492.338,0,0.999351,3.4787,
0.100614,492.404,0,0.999363,3.43215,
0.100612,492.401,0,0.99938,3.39755,
0.100579,492.342,0,0.999389,3.34728,
0.100568,492.323,0,0.999403,3.31662,
0.100578,492.341,0,0.999416,3.27245,
0.100582,492.348,0,0.999429,3.23009,
0.10057,492.327,0,0.999439,3.1877,
0.10058,492.345,0,0.99945,3.15035,
0.100579,492.342,0,0.99946,3.11387,
0.100578,492.34,0,0.999469,3.07576,
0.100587,492.358,0,0.999477,3.03896,
0.10059,492.362,0,0.999485,3.00766,
0.100594,492.37,0,0.999493,2.97357,
0.100601,492.383,0,0.999499,2.94161,
0.10061,492.4,0,0.999504,2.91282,
0.100628,492.434,0,0.999501,2.88865,
0.100641,492.46,0,0.999501,2.88805,
0.100652,492.479,0,0.999502,2.87877,
254,

