0,0
1,1
2,2
3,5
4,9
5,24
6,51
7,110
8,178
9,260
10,338
11,393
12,453
13,497
14,530
15,555
16,603
17,636
18,670
19,678
20,706
21,734
22,743
23,747
24,755
25,757
26,771
27,792
28,807
29,805
30,835
31,869
32,965
33,1078
34,1198
35,1279
36,1313
37,1309
38,1295
39,1287
40,1279
41,1286
42,1288
43,1317
44,1353
45,1392
46,1427
47,1468
48,1525
49,1586
50,1643
51,1704
52,1702
53,1682
54,1588
55,1438
56,1164
57,917
58,718
59,568
60,464
61,424
62,387
63,359
64,345
65,331
66,313
67,301
68,292
69,283
70,1271
71,1156
72,1048
73,955
74,894
75,807
76,748
77,688
78,634
79,591
80,553
81,517
82,480
83,451
84,413
85,389
86,358
87,341
88,320
89,296
90,279
91,260
92,231
93,219
94,209
95,197
96,187
97,173
98,161
99,150
100,136
101,131
102,122
103,119
104,105
105,99
106,93
107,87
108,81
109,74
110,74
111,68
112,67
113,65
114,60
115,59
116,54
117,50
118,45
119,41
120,41
121,53
122,63
123,80
124,116
125,150
126,183
127,224
128,268
129,337
130,432
131,539
132,637
133,734
134,812
135,857
136,887
137,889
138,890
139,882
140,871
141,861
142,845
143,826
144,807
145,781
146,766
147,741
148,723
149,707
150,690
151,667
152,642
153,619
154,605
155,592
156,570
157,552
158,527
159,502
160,489
161,470
162,457
163,443
164,433
165,420
166,408
167,395
168,382
169,363
170,350
171,339
172,331
173,320
174,309
175,298
176,284
177,268
178,256
179,248
180,244
181,232
182,226
183,211
184,199
185,193
186,183
187,178
188,175
189,169
190,161
191,151
192,146
193,136
194,129
195,128
196,118
197,114
198,109
199,105
200,98
