"Time","Gotye: Plays - YouTube"
2012/04/02 00:00:00,1507091
2012/04/01 00:00:00,1860326
2012/03/31 00:00:00,1817956
2012/03/30 00:00:00,1684943
2012/03/29 00:00:00,1522280
2012/03/28 00:00:00,1652164
2012/03/27 00:00:00,1384942
2012/03/26 00:00:00,1462263
2012/03/25 00:00:00,1637336
2012/03/24 00:00:00,1840216
2012/03/23 00:00:00,1511631
2012/03/22 00:00:00,1470488
2012/03/21 00:00:00,1536504
2012/03/20 00:00:00,1325933
2012/03/19 00:00:00,1971961
2012/03/18 00:00:00,1790638
2012/03/17 00:00:00,1888151
2012/03/16 00:00:00,1418993
2012/03/15 00:00:00,1591974
2012/03/14 00:00:00,1449946
2012/03/13 00:00:00,1595062
2012/03/12 00:00:00,1520035
2012/03/11 00:00:00,1788120
2012/03/10 00:00:00,1835115
2012/03/09 00:00:00,1260947
2012/03/08 00:00:00,1457777
2012/03/07 00:00:00,1432163
2012/03/06 00:00:00,1412117
2012/03/05 00:00:00,1443056
2012/03/04 00:00:00,1726754
2012/03/03 00:00:00,1654533
2012/03/02 00:00:00,1442052
2012/03/01 00:00:00,1502190
2012/02/29 00:00:00,1371793
2012/02/28 00:00:00,1554062
2012/02/27 00:00:00,1726817
2012/02/26 00:00:00,1570480
2012/02/25 00:00:00,1656028
2012/02/24 00:00:00,1682341
2012/02/23 00:00:00,2017902
2012/02/22 00:00:00,1291281
2012/02/21 00:00:00,1462877
2012/02/20 00:00:00,1515265
2012/02/19 00:00:00,1790555
2012/02/18 00:00:00,1482340
2012/02/17 00:00:00,1523056
2012/02/16 00:00:00,1570497
2012/02/15 00:00:00,1004103
2012/02/14 00:00:00,848165
2012/02/13 00:00:00,1514501
2012/02/12 00:00:00,1293495
2012/02/11 00:00:00,1612908
2012/02/10 00:00:00,1391910
2012/02/09 00:00:00,1472659
2012/02/08 00:00:00,1291905
2012/02/07 00:00:00,917930
2012/02/06 00:00:00,1153082
2012/02/05 00:00:00,1240044
2012/02/04 00:00:00,1493679
2012/02/03 00:00:00,1274407
2012/02/02 00:00:00,1104631
2012/02/01 00:00:00,1064457
2012/01/31 00:00:00,1062543
2012/01/30 00:00:00,980654
2012/01/29 00:00:00,1142384
2012/01/28 00:00:00,1092438
2012/01/27 00:00:00,1036040
2012/01/26 00:00:00,1061022
2012/01/25 00:00:00,1171554
2012/01/24 00:00:00,737250
2012/01/23 00:00:00,802568
2012/01/22 00:00:00,923255
2012/01/21 00:00:00,968077
2012/01/20 00:00:00,880459
2012/01/19 00:00:00,1093215
2012/01/18 00:00:00,1116507
2012/01/17 00:00:00,1079010
2012/01/16 00:00:00,1003311
2012/01/15 00:00:00,1322902
2012/01/14 00:00:00,1256097
2012/01/13 00:00:00,1250215
2012/01/12 00:00:00,1672330
2012/01/11 00:00:00,1056729
2012/01/10 00:00:00,740886
2012/01/09 00:00:00,1093136
2012/01/08 00:00:00,1168897
2012/01/07 00:00:00,697854
2012/01/06 00:00:00,2942
2012/01/05 00:00:00,759064
2012/01/04 00:00:00,432998
2012/01/03 00:00:00,857908
2012/01/02 00:00:00,458257
2012/01/01 00:00:00,440880
2011/12/31 00:00:00,440881
2011/12/30 00:00:00,440881
2011/12/29 00:00:00,440881
2011/12/28 00:00:00,440880
2011/12/27 00:00:00,440881
2011/12/26 00:00:00,440881
2011/12/25 00:00:00,440881
2011/12/24 00:00:00,440880
2011/12/23 00:00:00,440881
2011/12/22 00:00:00,440881
2011/12/21 00:00:00,440881
2011/12/20 00:00:00,440880
2011/12/19 00:00:00,440881
2011/12/18 00:00:00,440881
2011/12/17 00:00:00,440881
2011/12/16 00:00:00,440880
2011/12/15 00:00:00,440881
2011/12/14 00:00:00,440881
2011/12/13 00:00:00,440881
2011/12/12 00:00:00,440880
2011/12/11 00:00:00,450356
2011/12/10 00:00:00,241424
2011/12/09 00:00:00,200145
2011/12/08 00:00:00,304956
2011/12/07 00:00:00,277449
2011/12/06 00:00:00,214186
2011/12/05 00:00:00,230729
2011/12/04 00:00:00,272646
2011/12/03 00:00:00,246848
2011/12/02 00:00:00,267918
2011/12/01 00:00:00,200742
2011/11/30 00:00:00,232656
2011/11/29 00:00:00,216572
2011/11/28 00:00:00,216044
2011/11/27 00:00:00,216338
2011/11/26 00:00:00,231099
2011/11/25 00:00:00,201964
2011/11/24 00:00:00,204104
2011/11/23 00:00:00,201320
2011/11/22 00:00:00,199103
2011/11/21 00:00:00,175643
2011/11/20 00:00:00,193851
2011/11/19 00:00:00,235817
2011/11/18 00:00:00,195769
2011/11/17 00:00:00,193665
2011/11/16 00:00:00,166278
2011/11/15 00:00:00,192101
2011/11/14 00:00:00,170121
2011/11/13 00:00:00,188266
2011/11/12 00:00:00,185848
2011/11/11 00:00:00,200854
2011/11/10 00:00:00,181211
2011/11/09 00:00:00,162338
2011/11/08 00:00:00,210180
2011/11/07 00:00:00,164298
2011/11/06 00:00:00,194916
2011/11/05 00:00:00,204228
2011/11/04 00:00:00,181279
2011/11/03 00:00:00,191446
2011/11/02 00:00:00,200483
2011/11/01 00:00:00,180931
2011/10/31 00:00:00,185729
2011/10/30 00:00:00,176065
2011/10/29 00:00:00,221508
2011/10/28 00:00:00,230563
2011/10/27 00:00:00,201839
2011/10/26 00:00:00,150908
2011/10/25 00:00:00,155094
2011/10/24 00:00:00,157042
2011/10/23 00:00:00,233409
2011/10/22 00:00:00,198288
2011/10/21 00:00:00,225085
2011/10/20 00:00:00,163099
2011/10/19 00:00:00,178905
2011/10/18 00:00:00,175924
2011/10/17 00:00:00,187156
2011/10/16 00:00:00,196759
2011/10/15 00:00:00,231207
2011/10/14 00:00:00,213657
2011/10/13 00:00:00,141777
2011/10/12 00:00:00,157054
2011/10/11 00:00:00,199816
2011/10/10 00:00:00,193535
2011/10/09 00:00:00,215382
2011/10/08 00:00:00,265668
2011/10/07 00:00:00,114598
2011/10/06 00:00:00,227547
2011/10/05 00:00:00,102769
2011/10/04 00:00:00,172293
2011/10/03 00:00:00,173143
2011/10/02 00:00:00,179729
2011/10/01 00:00:00,180770
2011/09/30 00:00:00,180389
2011/09/29 00:00:00,193825
2011/09/28 00:00:00,170283
2011/09/27 00:00:00,178567
2011/09/26 00:00:00,145353
2011/09/25 00:00:00,172984
2011/09/24 00:00:00,171806
2011/09/23 00:00:00,174806
2011/09/22 00:00:00,169911
2011/09/21 00:00:00,171632
2011/09/20 00:00:00,186818
2011/09/19 00:00:00,183695
2011/09/18 00:00:00,190544
2011/09/17 00:00:00,211739
2011/09/16 00:00:00,178375
2011/09/15 00:00:00,154451
2011/09/14 00:00:00,156606
2011/09/13 00:00:00,186141
2011/09/12 00:00:00,147325
2011/09/11 00:00:00,172306
2011/09/10 00:00:00,170865
2011/09/09 00:00:00,176027
2011/09/08 00:00:00,156063
2011/09/07 00:00:00,184160
2011/09/06 00:00:00,154777
2011/09/05 00:00:00,162429
2011/09/04 00:00:00,149447
2011/09/03 00:00:00,172526
2011/09/02 00:00:00,204513
2011/09/01 00:00:00,146411
2011/08/31 00:00:00,141772
2011/08/30 00:00:00,142262
2011/08/29 00:00:00,145707
2011/08/28 00:00:00,157766
2011/08/27 00:00:00,159464
2011/08/26 00:00:00,169839
2011/08/25 00:00:00,141819
2011/08/24 00:00:00,154221
2011/08/23 00:00:00,147346
2011/08/22 00:00:00,155281
2011/08/21 00:00:00,145338
2011/08/20 00:00:00,150044
2011/08/19 00:00:00,151443
2011/08/18 00:00:00,128083
