0.823734,7.30299e-317,
0.813107,111.554,
0.814293,122.595,
0.812952,134.63,
0.830194,143.378,
0.026762,0.0164563,0.0377437,8958.62,-0.4,0.939609,156.978,
0.0221503,0.00987696,0.0176413,14884.4,-0.699976,0.946904,99.3602,
0.0799557,0.0108428,0.0182149,15000,0.17879,0.918004,104.739,
0.005,0.014869,0.01,15000,-0.906615,0.912063,162.106,
0.0150874,0.0114886,0.0203,15000,-1,0.879044,203.385,
0.0246648,0.0115975,0.0218508,14999.5,0.4,0.892998,237.577,
0.00907171,0.0133333,0.0173236,14897.9,-0.100009,0.88833,232.51,
0.0255707,0.0193249,0.0246098,15000,3.11374,0.918396,277.834,
0.005,0.0282661,0.01,15000,3.97521,0.830967,312.337,
0.005,0.03,0.01,15000,4.24983,0.85896,563.324,
0.005,0.03,0.0194,15000,4.19193,0.880904,585.357,
0.005,0.03,0.0175,15000,3.89599,0.882404,573.95,
0.005,0.03,0.0181,15000,3.90885,0.850758,646.323,
0.00518087,0.0269669,0.0101565,15000,3.5,0.817717,722.487,
0.00520426,0.0299244,0.0929939,14943.4,1.79696,0.610097,790.545,
0.00500003,0.0211779,0.0247633,15000,0.255336,0.740573,1136.5,
0.005,0.03,0.0522899,15000,2.89826,0.741807,916.832,
0.00703052,0.0204674,0.022645,13799.2,-1.2,0.131154,13790.4,28,0.883687,902.128,
0.00500001,0.0299998,0.0569962,14997.6,2.51465,0.249079,9553.61,28,0.91577,942.989,
0.00633371,0.0145432,0.01,15000,-3.7,0.249825,13908.6,28,0.91409,897.979,
0.0103305,0.0184711,0.0453165,14975.1,-0.999946,0.0823004,8948.23,28,0.886683,957.483,
0.005,0.03,0.0531223,15000,2.58484,0.25,8978.8,28,0.927845,1108.73,
0.00588602,0.0293067,0.0894403,15000,2.4,0.244238,10487.7,28,0.906224,886.136,
0.005,0.03,0.1,15000,2,0.25,10928.2,28,0.896948,1013.33,
0.00500006,0.0299991,0.0999988,15000,1.2,0.168092,9935.01,28,0.880824,1056.88,
0.00783548,0.0299864,0.0758289,15000,3.28074,0.08,7467.25,28,0.878495,1151.44,
0.00501351,0.0166823,0.01,14992.5,-0.2,0.249775,8103.72,28,0.899051,1168.7,
0.005,0.0117103,0.0138,15000,-7.98407,0.08,9201.62,28,0.853583,1051.27,
0.00942761,0.0176331,0.097327,10409.6,-7.96928,0.126758,12682.5,28,0.680077,1251.71,
0.00501302,0.0295978,0.0864577,14910.6,1.7,0.248492,10762.2,28,0.860197,1832.71,
0.00571614,0.0182027,0.0628784,12992.4,-13,0.103328,11337.2,28,0.772228,1196.69,
0.0060243,0.0144686,0.0347159,14194.2,-6.59999,0.0802555,6999.89,28,0.839691,1509.41,
0.00575673,0.0243931,0.0130958,9418.74,-0.800001,0.238955,9084.8,28,0.835207,1252.74,
0.0121838,0.0220666,0.0999072,15000,2.86955,0.0800002,9449.59,28,0.698285,1266,
