1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,500,1,0
11,499.3856520504,1.4914028106,0.122945139
12,498.4711698251,2.222595718,0.3062344569
13,497.1122111444,3.3085567672,0.5792320884
14,495.0978000239,4.9169220173,0.9852779588
15,492.1228672548,7.2891644512,1.587968294
16,487.7534061445,10.7667802968,2.4798135587
17,481.3870199958,15.8193263547,3.7936536495
18,472.2185809418,23.064806574,5.7166124842
19,459.2336484664,33.2614535486,8.504897985
20,441.2710322527,47.2340851299,12.4948826174
21,417.2112149043,65.6872356637,18.101549432
22,386.3316513092,88.8771589307,25.7911897601
23,348.7818704663,116.20199107,36.0161384638
24,305.9687412312,145.9187433135,49.1125154552
25,260.5314588112,175.2800930533,65.1884481354
26,215.7401477892,201.2065087641,84.0533434466
27,174.5657603075,221.2035819029,105.2306577895
28,138.9455440121,234.0018548103,128.0526011775
29,109.5849535873,239.6242445982,151.7908018145
30,86.2212847848,239.0096124151,175.7691028001
31,68.0544045307,233.5155308167,199.4300646526
32,54.1115073866,224.5323696772,222.3561229362
33,43.4668604232,213.2722115724,244.2609280044
34,35.3372779687,200.6957561702,264.966965861
35,29.1019592863,187.5177810027,284.380259711
36,24.2867874008,174.2456501655,302.4675624337
37,20.5370182294,161.2250744254,319.2379073452
38,17.5898555944,148.6815694795,334.7285749262
39,15.2512263771,136.7539555771,348.9948180458
40,13.3776151939,125.5198551801,362.1025296259
41,11.8624386571,115.0144507746,374.1231105683
42,10.6260517975,105.2440086194,385.1299395831
43,9.6085006595,96.195508699,395.1959906415
44,8.7642895137,87.8434462025,404.3922642839
45,8.0586026936,80.1546053033,412.7867920031
46,7.4645689105,73.0913893683,420.4440417212
47,6.9612710309,66.6141268293,427.4246021398
48,6.5322895722,60.6826511276,433.7850593002
49,6.1646296322,55.2573664165,439.5780039513
50,655.8479246412,51.2999491252,444.8521262336
51,654.6839433193,47.5951892005,449.7208674802
52,652.8290052826,44.9577013352,454.2132933822
53,649.6936058483,43.8932679952,458.4131261566
