0,0
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,2
23,2
24,3
25,3
26,4
27,4
28,5
29,5
30,7
31,7
32,7
33,7
34,9
35,10
36,10
37,14
38,17
39,22
40,25
41,30
42,32
43,34
44,41
45,42
46,44
47,49
48,53
49,59
50,61
51,67
52,75
53,87
54,100
55,113
56,123
57,142
58,162
59,181
60,194
61,204
62,222
63,236
64,254
65,277
66,287
67,310
68,335
69,352
70,368
71,390
72,420
73,453
74,477
75,511
76,546
77,562
78,587
79,605
80,630
81,659
82,682
83,692
84,714
85,738
86,754
87,766
88,782
89,796
90,814
91,826
92,838
93,860
94,869
95,877
96,882
97,888
98,894
99,898
100,898
101,901
102,902
103,904
104,907
105,909
106,908
107,903
108,905
109,909
110,910
111,902
112,901
113,896
114,896
115,889
116,878
117,873
118,867
119,853
120,840
121,824
122,814
123,799
124,778
125,752
126,730
127,716
128,702
129,682
130,662
131,634
132,602
133,575
134,552
135,528
136,503
137,475
138,450
139,426
140,396
141,375
142,357
143,328
144,308
145,282
146,262
147,243
148,227
149,205
150,192
151,170
152,156
153,138
154,131
155,121
156,113
157,103
158,94
159,88
160,79
161,66
162,64
163,60
164,56
165,53
166,47
167,44
168,41
169,38
170,34
171,32
172,30
173,29
174,26
175,22
176,20
177,19
178,19
179,18
180,18
181,17
182,15
183,13
184,13
185,11
186,10
187,10
188,9
189,8
190,7
191,5
192,5
193,5
194,3
195,3
196,2
197,2
198,1
199,1
200,1
201,1
