0.829279,23104,67.9765,81.543,1.5354e+09,-1.89557,23104,0.934852,0,1,
0.840948,56406.2,96.959,262.42,1.47069e+09,-1.802,56406.2,0.885862,0,1,
0.00430056,0.132302,682.316,0.599876,0.834924,81579.3,107.955,435.884,1.51206e+09,-1.91182,23104,0.964087,0,1,
0.00128889,0.172368,817.727,0.199964,0.866845,85663.5,103.479,452.193,1.50221e+09,-1.923,23104,0.973698,0,1,
0.00159571,0.0945671,840.133,-0.799978,0.873937,110734,110.923,459.606,1.4788e+09,-1.90429,23836.4,0.978311,0,1,
0.00173715,0.0832653,894.991,-0.900005,0.882915,128679,113.437,424.765,1.46635e+09,-1.90647,24259,0.984803,0,1,
0.00081617,0.240977,1643.66,3.09996,0.00319582,0.0709092,618.881,0.615673,0.942023,92548.8,91.7253,424.024,1.45003e+09,-1.8944,71382.3,0.963612,0,1,
0.00154171,0.0762204,1235.89,-0.900019,0.857635,279279,152.556,446.263,1.43212e+09,-1.88026,105725,0.960637,0,1,
0.000626897,0.0757757,1496.66,-0.999909,0.843413,420580,179.868,468.502,1.38381e+09,-1.79834,76122.6,0.983034,0,1,
0.000519062,0.0926119,2283.09,-0.99999,0.808207,860531,247.924,595.264,1.37231e+09,-1.78165,859249,0.878224,0,1,
0.000190735,0.164812,4231.93,-0.933498,0.83912,1.13517e+06,275.096,658.274,1.34122e+09,-1.72153,213300,0.971432,0,1,
0.000408414,0.0797125,2587.99,-0.999932,0.828085,1.28357e+06,283.236,641.224,1.31197e+09,-1.67643,879804,0.897566,0,1,
0.000251218,0.141713,3494.11,-0.999887,0.841378,1.3624e+06,283.092,759.091,1.35237e+09,-1.76644,281509,0.977375,0,1,
0.00011222,0.173521,6405.9,3.89992,0.016742,0.016816,0.0403454,10183.9,-0.396623,0.906213,1.16694e+06,254.617,822.843,4.47021e+08,0.0855074,404293,0.982201,0,1,
0.000102223,0.206856,11672.1,8.69985,0.0193243,0.0199837,0.034424,7023.79,-2.09833,0.907618,2.09835e+06,332.325,830.256,5.81836e+08,-0.193901,2.28383e+06,0.939174,0,1,
0.000100001,0.163637,8245.49,3.11879,0.0197983,0.0178785,0.0759047,6090.71,-5.04997,0.918553,3.05808e+06,391.029,998.531,8.22258e+08,-0.702089,353373,0.993073,0,1,
0.005,0.03,0.0186,15000,4.16334,0.858984,7.19425e+06,585.306,1190.53,1.16409e+09,-1.43161,884410,0.985466,0,1,
0.005,0.03,0.01,15000,4.1016,0.880904,7.24721e+06,573.95,1216.47,2.63039e+09,-4.52916,2.77757e+06,0.966004,0,1,
0.005,0.03,0.0118,15000,3.89125,0.882421,9.60643e+06,646.275,1246.87,2.16549e+09,-3.66258,2.87255e+06,0.965779,0,1,
