0.0404895,0.000122825,1.51749,23.7002,1.81953e+07,0,0.899124,6.90646e-310,
0.00739496,0.0405128,27.2643,1.98047e-06,79071.3,0,0.911307,2.65427,
0.00741983,27.5582,0.0232279,2.33493e-11,116.059,0,0.968332,4.3668,
0.003718,0.0396675,4.38875,22.1717,910871,0,0.818004,4.03996,
0.00377619,4.2975,2.41536e-06,22.3298,8142.09,0,0.81561,9.13716,
1.08273e-203,4.23987e-15,26.916,6.03326e+218,0,0.803117,8.70137,
0.00156167,0.225657,26.7394,96320.2,0,0.868531,33.3525,
0.00167846,1.39011e-14,27.0412,1.20322e+18,0,0.941357,37.8488,
0.000479292,1.59993,25.3593,85960.8,0,0.942562,36.7907,
0.000908314,0.647007,26.3048,74646.9,0,0.946264,38.9587,
0.00172335,0.165802,26.702,114718,0,0.940245,38.6926,
0.00181885,0.139729,26.7185,126763,0,0.943119,42.0869,
0.00199111,0.102301,26.7367,154399,0,0.943259,40.9071,
0.00217911,0.0725126,25.2914,184978,0,0.941896,40.6798,
0.0025546,0.0257445,24.435,413727,0,0.927072,40.9427,
0.00256376,0.0236643,25.4302,469154,0,0.929669,46.8215,
0.00244138,0.0325757,23.6223,332851,0,0.930299,45.8149,
0.0023871,0.036357,26.7657,347034,0,0.930555,44.9565,
0.0026147,0.0208315,25.2522,519310,0,0.932743,44.3509,
0.00268299,0.0122756,24.6122,825697,0,0.927789,43.2416,
0.00259596,0.021226,22.241,448062,0,0.924251,44.8561,
0.00258625,0.0217418,25.3041,502314,0,0.921318,45.0805,
0.00234995,1.45461,0.0333259,470.768,0,0.889579,45.0741,
0.0024128,0.0329277,25.1759,353986,0,0.902496,52.4934,
0.0024123,0.0356118,25.0405,326559,0,0.899321,48.4612,
0.00222995,1.47112,0.0409064,495.234,0,0.883077,48.4309,
0.00232731,0.0400362,24.4927,294031,0,0.896609,51.3348,
0.00227869,0.0430043,24.8694,284377,0,0.895335,47.6001,
0.00228755,0.0432558,26.7565,304959,0,0.8956,47.2616,
0.00222373,0.0452142,25.8315,287419,0,0.892875,46.5834,
0.00225593,0.0446986,25.0393,278173,0,0.893421,46.7908,
0.00441482,0.333948,0.0605599,601.885,0,0.882055,46.1164,
0.00221747,0.0464581,26.59,288979,0,0.894386,48.0664,
0.00221838,0.0471837,26.5779,285515,0,0.895027,45.031,
0.0022241,0.0458481,25.0036,274897,0,0.896017,44.4531,
0.00221598,0.0455013,24.7433,274815,0,0.896674,43.8542,
0.00222653,0.0461946,24.8428,270703,0,0.897967,43.363,
0.00435204,0.0561948,0.402514,4104.4,0,0.888385,42.8422,
0.00217537,0.0473543,20.0145,215517,0,0.896737,44.934,
0.00425674,0.0551845,0.422786,4340.25,0,0.891021,42.9579,
0.00425047,0.0551223,0.42416,4356.16,0,0.892584,43.9258,
0.00224326,0.0465839,26.8964,289980,0,0.900883,43.4352,
0.00412575,0.0539776,0.452631,4684.28,0,0.895101,41.5288,
0.00394844,0.0526188,0.497468,5195.53,0,0.895579,42.5399,
0.00218343,0.0480007,23.8702,254367,0,0.904015,42.2075,
0.00221489,0.0463396,26.236,287038,0,0.899342,40.2858,
0.00225169,0.0460289,26.6816,291432,0,0.900335,40.8848,
0.00222978,0.0465305,26.7978,290853,0,0.901929,40.4964,
0.00219588,0.0472786,24.1598,260300,0,0.902865,40.0699,
0.00228468,0.0456898,25.5897,276457,0,0.902926,39.7706,
0.00223614,0.0464302,26.3406,286660,0,0.904185,39.5818,
0.00224138,0.0458172,24.1642,263670,0,0.905287,39.16,
0.00221853,0.0467721,26.3787,284742,0,0.906423,38.8381,
0.00222718,0.0459844,26.8685,294735,0,0.906793,38.5171,
0.00223061,0.0459003,26.7935,293133,0,0.907372,38.2711,
0.00224177,0.0450818,8.39912e-323,22.6578,249249,0,0.908205,38.0237,
0.00227579,0.00102539,0.0437602,24.891,1.19829e+07,0,0.908955,37.7977,
0.00265519,0.00890853,17.2719,0.0290193,577472,0,0.646768,37.5164,
0.00220159,0.00344623,0.0426293,26.8825,3.95306e+06,0,0.909309,73.6078,
0.00216883,0.000282491,1.49,0.0456436,2.68202e+06,0,0.896753,37.1894,
0.1007,0.00086068,0.0441079,0.159429,80942.3,0,0.595336,39.4519,
0.132308,0.00118743,0.15411,3.96495e-05,24953.2,0,0.038457,77.6392,
0.153481,0.0205568,2.9653e-05,0.172193,2221.82,0,0.456401,119.092,
4609,
4,3,3,3,3,3,4,
