"Time","Passenger: Plays - YouTube"
2012/04/05 00:00:00,3760
2012/04/04 00:00:00,3531
2012/04/03 00:00:00,2436
2012/04/02 00:00:00,2898
2012/04/01 00:00:00,2926
2012/03/31 00:00:00,3437
2012/03/30 00:00:00,4112
2012/03/29 00:00:00,3098
2012/03/28 00:00:00,3283
2012/03/27 00:00:00,2714
2012/03/26 00:00:00,3460
2012/03/25 00:00:00,3302
2012/03/24 00:00:00,3084
2012/03/23 00:00:00,3089
2012/03/22 00:00:00,3456
2012/03/21 00:00:00,3941
2012/03/20 00:00:00,3811
2012/03/19 00:00:00,6390
2012/03/18 00:00:00,3545
2012/03/17 00:00:00,4113
2012/03/16 00:00:00,3364
2012/03/15 00:00:00,4540
2012/03/14 00:00:00,6081
2012/03/13 00:00:00,5107
2012/03/12 00:00:00,4260
2012/03/11 00:00:00,4238
2012/03/10 00:00:00,4184
2012/03/09 00:00:00,3348
2012/03/08 00:00:00,3897
2012/03/07 00:00:00,4208
2012/03/06 00:00:00,3859
2012/03/05 00:00:00,4500
2012/03/04 00:00:00,3618
2012/03/03 00:00:00,3621
2012/03/02 00:00:00,3573
2012/03/01 00:00:00,5897
2012/02/29 00:00:00,3451
2012/02/28 00:00:00,4031
2012/02/27 00:00:00,4633
2012/02/26 00:00:00,3653
2012/02/25 00:00:00,4605
2012/02/24 00:00:00,4101
2012/02/23 00:00:00,5237
2012/02/22 00:00:00,2107
2012/02/21 00:00:00,2791
2012/02/20 00:00:00,3010
2012/02/19 00:00:00,2260
2012/02/18 00:00:00,2671
2012/02/17 00:00:00,2829
2012/02/16 00:00:00,2416
2012/02/15 00:00:00,1447
2012/02/14 00:00:00,1240
2012/02/13 00:00:00,2395
2012/02/12 00:00:00,1791
2012/02/11 00:00:00,2093
2012/02/10 00:00:00,2156
2012/02/09 00:00:00,3150
2012/02/08 00:00:00,2287
2012/02/07 00:00:00,1613
2012/02/06 00:00:00,1748
2012/02/05 00:00:00,1854
2012/02/04 00:00:00,1803
2012/02/03 00:00:00,1996
2012/02/02 00:00:00,2057
2012/02/01 00:00:00,2229
2012/01/31 00:00:00,2976
2012/01/30 00:00:00,3454
2012/01/29 00:00:00,1712
2012/01/28 00:00:00,1679
2012/01/27 00:00:00,1816
2012/01/26 00:00:00,1994
2012/01/25 00:00:00,2328
2012/01/24 00:00:00,1241
2012/01/23 00:00:00,2181
2012/01/22 00:00:00,1647
2012/01/21 00:00:00,1608
2012/01/20 00:00:00,1817
2012/01/19 00:00:00,1562
2012/01/18 00:00:00,1619
2012/01/17 00:00:00,1675
2012/01/16 00:00:00,1482
2012/01/15 00:00:00,1729
2012/01/14 00:00:00,1626
2012/01/13 00:00:00,1771
2012/01/12 00:00:00,1719
2012/01/11 00:00:00,1712
2012/01/10 00:00:00,2216
2012/01/09 00:00:00,705
2012/01/08 00:00:00,614
2012/01/07 00:00:00,208
2012/01/06 00:00:00,26
2012/01/05 00:00:00,173
2012/01/04 00:00:00,21
2012/01/03 00:00:00,25
2012/01/02 00:00:00,40
2012/01/01 00:00:00,155
2011/12/31 00:00:00,119
2011/12/30 00:00:00,298
2011/12/29 00:00:00,271
2011/12/28 00:00:00,327
2011/12/27 00:00:00,293
2011/12/26 00:00:00,293
2011/12/25 00:00:00,338
2011/12/24 00:00:00,412
2011/12/23 00:00:00,474
2011/12/22 00:00:00,371
2011/12/21 00:00:00,356
2011/12/20 00:00:00,421
2011/12/19 00:00:00,417
2011/12/18 00:00:00,321
2011/12/17 00:00:00,355
2011/12/16 00:00:00,403
2011/12/15 00:00:00,966
2011/12/14 00:00:00,1914
2011/12/13 00:00:00,3441
2011/12/12 00:00:00,243
2011/12/11 00:00:00,413
2011/12/10 00:00:00,897
2011/12/09 00:00:00,1216
2011/12/08 00:00:00,1243
2011/12/07 00:00:00,1370
2011/12/06 00:00:00,1190
2011/12/05 00:00:00,1411
2011/12/04 00:00:00,1333
2011/12/03 00:00:00,1078
2011/12/02 00:00:00,1481
2011/12/01 00:00:00,1168
2011/11/30 00:00:00,1554
2011/11/29 00:00:00,1394
2011/11/28 00:00:00,1326
2011/11/27 00:00:00,1284
2011/11/26 00:00:00,1176
2011/11/25 00:00:00,1093
2011/11/24 00:00:00,1180
2011/11/23 00:00:00,1494
2011/11/22 00:00:00,1490
2011/11/21 00:00:00,1537
2011/11/20 00:00:00,1330
2011/11/19 00:00:00,1378
2011/11/18 00:00:00,1530
2011/11/17 00:00:00,1755
2011/11/16 00:00:00,1525
2011/11/15 00:00:00,1931
2011/11/14 00:00:00,1927
2011/11/13 00:00:00,1804
2011/11/12 00:00:00,2023
2011/11/11 00:00:00,1956
2011/11/10 00:00:00,2088
2011/11/09 00:00:00,2201
2011/11/08 00:00:00,3596
2011/11/07 00:00:00,1958
2011/11/06 00:00:00,2989
2011/11/05 00:00:00,6314
2011/11/04 00:00:00,2073
2011/11/03 00:00:00,1514
2011/11/02 00:00:00,1426
2011/11/01 00:00:00,1185
2011/10/31 00:00:00,1230
2011/10/30 00:00:00,925
2011/10/29 00:00:00,1622
2011/10/28 00:00:00,1897
2011/10/27 00:00:00,1693
2011/10/26 00:00:00,1508
2011/10/25 00:00:00,1385
2011/10/24 00:00:00,1194
2011/10/23 00:00:00,1343
2011/10/22 00:00:00,1169
2011/10/21 00:00:00,1657
2011/10/20 00:00:00,1282
2011/10/19 00:00:00,1461
2011/10/18 00:00:00,1400
2011/10/17 00:00:00,1468
2011/10/16 00:00:00,1093
2011/10/15 00:00:00,1471
2011/10/14 00:00:00,1504
2011/10/13 00:00:00,1284
2011/10/12 00:00:00,1655
2011/10/11 00:00:00,1584
2011/10/10 00:00:00,1580
2011/10/09 00:00:00,1802
2011/10/08 00:00:00,1567
2011/10/07 00:00:00,1174
2011/10/06 00:00:00,1923
2011/10/05 00:00:00,770
2011/10/04 00:00:00,1349
2011/10/03 00:00:00,1106
2011/10/02 00:00:00,928
2011/10/01 00:00:00,947
2011/09/30 00:00:00,1160
2011/09/29 00:00:00,1018
2011/09/28 00:00:00,1152
2011/09/27 00:00:00,1093
2011/09/26 00:00:00,967
2011/09/25 00:00:00,991
2011/09/24 00:00:00,728
2011/09/23 00:00:00,1006
2011/09/22 00:00:00,853
2011/09/21 00:00:00,895
2011/09/20 00:00:00,1135
2011/09/19 00:00:00,1143
2011/09/18 00:00:00,913
2011/09/17 00:00:00,883
2011/09/16 00:00:00,834
2011/09/15 00:00:00,986
2011/09/14 00:00:00,879
2011/09/13 00:00:00,987
2011/09/12 00:00:00,1009
2011/09/11 00:00:00,795
2011/09/10 00:00:00,838
2011/09/09 00:00:00,1068
2011/09/08 00:00:00,1134
2011/09/07 00:00:00,1211
2011/09/06 00:00:00,1117
2011/09/05 00:00:00,1038
2011/09/04 00:00:00,907
2011/09/03 00:00:00,932
2011/09/02 00:00:00,943
2011/09/01 00:00:00,1188
2011/08/31 00:00:00,844
2011/08/30 00:00:00,1310
2011/08/29 00:00:00,1067
2011/08/28 00:00:00,1276
2011/08/27 00:00:00,852
2011/08/26 00:00:00,807
2011/08/25 00:00:00,942
2011/08/24 00:00:00,874
2011/08/23 00:00:00,897
2011/08/22 00:00:00,906
2011/08/21 00:00:00,908
2011/08/20 00:00:00,1119
2011/08/19 00:00:00,1152
2011/08/18 00:00:00,1723
2011/08/17 00:00:00,1269
2011/08/16 00:00:00,1092
2011/08/15 00:00:00,1261
2011/08/14 00:00:00,1025
2011/08/13 00:00:00,955
2011/08/12 00:00:00,1449
2011/08/11 00:00:00,941
2011/08/10 00:00:00,882
2011/08/09 00:00:00,869
2011/08/08 00:00:00,1045
2011/08/07 00:00:00,964
2011/08/06 00:00:00,1305
2011/08/05 00:00:00,1305
2011/08/04 00:00:00,816
2011/08/03 00:00:00,976
2011/08/02 00:00:00,800
2011/08/01 00:00:00,956
2011/07/31 00:00:00,768
2011/07/30 00:00:00,650
2011/07/29 00:00:00,3223
2011/07/28 00:00:00,2709
2011/07/27 00:00:00,1172
2011/07/26 00:00:00,687
2011/07/25 00:00:00,637
2011/07/24 00:00:00,585
2011/07/23 00:00:00,506
2011/07/22 00:00:00,671
2011/07/21 00:00:00,721
2011/07/20 00:00:00,789
2011/07/19 00:00:00,675
2011/07/18 00:00:00,525
2011/07/17 00:00:00,45
2011/07/16 00:00:00,4
2011/07/15 00:00:00,208
2011/07/14 00:00:00,566
2011/07/13 00:00:00,889
2011/07/12 00:00:00,373
2011/07/11 00:00:00,789
2011/07/10 00:00:00,811
2011/07/09 00:00:00,986
2011/07/08 00:00:00,907
2011/07/07 00:00:00,743
2011/07/06 00:00:00,830
2011/07/05 00:00:00,647
2011/07/04 00:00:00,563
2011/07/03 00:00:00,813
2011/07/02 00:00:00,635
2011/07/01 00:00:00,707
2011/06/30 00:00:00,835
2011/06/29 00:00:00,720
2011/06/28 00:00:00,648
2011/06/27 00:00:00,744
2011/06/26 00:00:00,646
2011/06/25 00:00:00,594
2011/06/24 00:00:00,730
2011/06/23 00:00:00,622
2011/06/22 00:00:00,787
2011/06/21 00:00:00,590
2011/06/20 00:00:00,756
2011/06/19 00:00:00,692
2011/06/18 00:00:00,602
2011/06/17 00:00:00,953
2011/06/16 00:00:00,646
2011/06/15 00:00:00,800
2011/06/14 00:00:00,846
2011/06/13 00:00:00,837
2011/06/12 00:00:00,582
2011/06/11 00:00:00,734
2011/06/10 00:00:00,600
2011/06/09 00:00:00,660
2011/06/08 00:00:00,681
2011/06/07 00:00:00,818
2011/06/06 00:00:00,755
2011/06/05 00:00:00,655
2011/06/04 00:00:00,653
2011/06/03 00:00:00,804
2011/06/02 00:00:00,739
2011/06/01 00:00:00,822
2011/05/31 00:00:00,648
2011/05/30 00:00:00,728
2011/05/29 00:00:00,758
2011/05/28 00:00:00,591
2011/05/27 00:00:00,802
2011/05/26 00:00:00,783
2011/05/25 00:00:00,680
2011/05/24 00:00:00,1030
2011/05/23 00:00:00,928
2011/05/22 00:00:00,827
2011/05/21 00:00:00,648
2011/05/20 00:00:00,825
2011/05/19 00:00:00,664
2011/05/18 00:00:00,834
2011/05/17 00:00:00,909
2011/05/16 00:00:00,802
2011/05/15 00:00:00,788
2011/05/14 00:00:00,874
2011/05/13 00:00:00,781
2011/05/12 00:00:00,794
2011/05/11 00:00:00,746
2011/05/10 00:00:00,1016
2011/05/09 00:00:00,1087
2011/05/08 00:00:00,796
2011/05/07 00:00:00,706
2011/05/06 00:00:00,884
2011/05/05 00:00:00,936
2011/05/04 00:00:00,761
2011/05/03 00:00:00,886
2011/05/02 00:00:00,767
2011/05/01 00:00:00,807
2011/04/30 00:00:00,814
2011/04/29 00:00:00,776
2011/04/28 00:00:00,698
2011/04/27 00:00:00,862
2011/04/26 00:00:00,831
2011/04/25 00:00:00,718
2011/04/24 00:00:00,614
2011/04/23 00:00:00,588
2011/04/22 00:00:00,936
2011/04/21 00:00:00,508
2011/04/20 00:00:00,638
2011/04/19 00:00:00,640
2011/04/18 00:00:00,724
2011/04/17 00:00:00,631
2011/04/16 00:00:00,722
2011/04/15 00:00:00,896
2011/04/14 00:00:00,1143
2011/04/13 00:00:00,900
2011/04/12 00:00:00,1072
2011/04/11 00:00:00,1074
2011/04/10 00:00:00,922
2011/04/09 00:00:00,816
2011/04/08 00:00:00,1088
2011/04/07 00:00:00,1267
2011/04/06 00:00:00,938
2011/04/05 00:00:00,1200
2011/04/04 00:00:00,1306
2011/04/03 00:00:00,1243
2011/04/02 00:00:00,1005
2011/04/01 00:00:00,935
2011/03/31 00:00:00,1075
2011/03/30 00:00:00,879
2011/03/29 00:00:00,849
2011/03/28 00:00:00,991
2011/03/27 00:00:00,904
2011/03/26 00:00:00,841
2011/03/25 00:00:00,992
2011/03/24 00:00:00,1106
2011/03/23 00:00:00,1009
2011/03/22 00:00:00,1091
2011/03/21 00:00:00,964
2011/03/20 00:00:00,962
2011/03/19 00:00:00,806
2011/03/18 00:00:00,971
2011/03/17 00:00:00,1033
2011/03/16 00:00:00,808
2011/03/15 00:00:00,1027
2011/03/14 00:00:00,1190
2011/03/13 00:00:00,1079
2011/03/12 00:00:00,1181
2011/03/11 00:00:00,1315
2011/03/10 00:00:00,1527
2011/03/09 00:00:00,1681
2011/03/08 00:00:00,1475
2011/03/07 00:00:00,1246
2011/03/06 00:00:00,1038
2011/03/05 00:00:00,1214
2011/03/04 00:00:00,1231
2011/03/03 00:00:00,1061
2011/03/02 00:00:00,1121
2011/03/01 00:00:00,1067
2011/02/28 00:00:00,1188
2011/02/27 00:00:00,1140
2011/02/26 00:00:00,1092
2011/02/25 00:00:00,1122
2011/02/24 00:00:00,1076
2011/02/23 00:00:00,1125
2011/02/22 00:00:00,1226
2011/02/21 00:00:00,1158
2011/02/20 00:00:00,1185
2011/02/19 00:00:00,1056
2011/02/18 00:00:00,1111
2011/02/17 00:00:00,1313
2011/02/16 00:00:00,1141
2011/02/15 00:00:00,1606
2011/02/14 00:00:00,1325
2011/02/13 00:00:00,1186
2011/02/12 00:00:00,1165
2011/02/11 00:00:00,1119
2011/02/10 00:00:00,1041
2011/02/09 00:00:00,950
2011/02/08 00:00:00,974
2011/02/07 00:00:00,955
2011/02/06 00:00:00,971
2011/02/05 00:00:00,721
2011/02/04 00:00:00,961
2011/02/03 00:00:00,848
2011/02/02 00:00:00,960
2011/02/01 00:00:00,783
2011/01/31 00:00:00,933
2011/01/30 00:00:00,933
2011/01/29 00:00:00,933
2011/01/28 00:00:00,1204
2011/01/27 00:00:00,966
2011/01/26 00:00:00,987
2011/01/25 00:00:00,967
2011/01/24 00:00:00,1101
2011/01/23 00:00:00,934
2011/01/22 00:00:00,1120
2011/01/21 00:00:00,946
2011/01/20 00:00:00,1023
2011/01/19 00:00:00,947
2011/01/18 00:00:00,1099
2011/01/17 00:00:00,1007
2011/01/16 00:00:00,858
2011/01/15 00:00:00,963
2011/01/14 00:00:00,1146
2011/01/13 00:00:00,1127
2011/01/12 00:00:00,898
2011/01/11 00:00:00,1040
2011/01/10 00:00:00,1066
2011/01/09 00:00:00,1117
2011/01/08 00:00:00,894
2011/01/07 00:00:00,1233
2011/01/06 00:00:00,1127
2011/01/05 00:00:00,1109
2011/01/04 00:00:00,1064
2011/01/03 00:00:00,1135
2011/01/02 00:00:00,871
2011/01/01 00:00:00,696
2010/12/31 00:00:00,1038
2010/12/30 00:00:00,798
2010/12/29 00:00:00,756
2010/12/28 00:00:00,816
2010/12/27 00:00:00,664
2010/12/26 00:00:00,545
2010/12/25 00:00:00,658
2010/12/24 00:00:00,910
2010/12/23 00:00:00,879
2010/12/22 00:00:00,952
2010/12/21 00:00:00,1002
2010/12/20 00:00:00,1345
2010/12/19 00:00:00,882
2010/12/18 00:00:00,836
2010/12/17 00:00:00,980
2010/12/16 00:00:00,1037
2010/12/15 00:00:00,1091
2010/12/14 00:00:00,1204
2010/12/13 00:00:00,889
2010/12/12 00:00:00,900
2010/12/11 00:00:00,837
2010/12/10 00:00:00,1023
2010/12/09 00:00:00,1035
2010/12/08 00:00:00,1135
2010/12/07 00:00:00,1048
2010/12/06 00:00:00,1261
2010/12/05 00:00:00,1100
2010/12/04 00:00:00,1079
2010/12/03 00:00:00,1110
2010/12/02 00:00:00,1451
2010/12/01 00:00:00,1576
2010/11/30 00:00:00,1110
2010/11/29 00:00:00,990
2010/11/28 00:00:00,828
2010/11/27 00:00:00,1048
2010/11/26 00:00:00,1469
2010/11/25 00:00:00,1121
2010/11/24 00:00:00,1023
2010/11/23 00:00:00,910
2010/11/22 00:00:00,916
2010/11/21 00:00:00,773
2010/11/20 00:00:00,895
2010/11/19 00:00:00,976
2010/11/18 00:00:00,1228
2010/11/17 00:00:00,1064
2010/11/16 00:00:00,905
2010/11/15 00:00:00,1051
2010/11/14 00:00:00,753
2010/11/13 00:00:00,901
2010/11/12 00:00:00,985
2010/11/11 00:00:00,1156
2010/11/10 00:00:00,1131
2010/11/09 00:00:00,1045
2010/11/08 00:00:00,1021
2010/11/07 00:00:00,960
2010/11/06 00:00:00,977
2010/11/05 00:00:00,898
2010/11/04 00:00:00,1024
2010/11/03 00:00:00,983
2010/11/02 00:00:00,874
2010/11/01 00:00:00,780
2010/10/31 00:00:00,805
2010/10/30 00:00:00,775
2010/10/29 00:00:00,941
2010/10/28 00:00:00,1093
2010/10/27 00:00:00,871
2010/10/26 00:00:00,1030
2010/10/25 00:00:00,955
2010/10/24 00:00:00,751
2010/10/23 00:00:00,859
2010/10/22 00:00:00,1104
2010/10/21 00:00:00,960
2010/10/20 00:00:00,876
2010/10/19 00:00:00,901
2010/10/18 00:00:00,992
2010/10/17 00:00:00,680
2010/10/16 00:00:00,751
2010/10/15 00:00:00,1773
2010/10/14 00:00:00,340
2010/10/13 00:00:00,2210
2010/10/12 00:00:00,255
2010/10/11 00:00:00,1165
2010/10/10 00:00:00,808
2010/10/09 00:00:00,883
2010/10/08 00:00:00,936
2010/10/07 00:00:00,930
2010/10/06 00:00:00,974
2010/10/05 00:00:00,891
2010/10/04 00:00:00,1002
2010/10/03 00:00:00,794
2010/10/02 00:00:00,768
2010/10/01 00:00:00,902
2010/09/30 00:00:00,783
2010/09/29 00:00:00,1255
2010/09/28 00:00:00,1045
2010/09/27 00:00:00,1036
2010/09/26 00:00:00,769
2010/09/25 00:00:00,633
2010/09/24 00:00:00,893
2010/09/23 00:00:00,963
2010/09/22 00:00:00,1026
2010/09/21 00:00:00,1380
2010/09/20 00:00:00,951
2010/09/19 00:00:00,694
2010/09/18 00:00:00,820
2010/09/17 00:00:00,899
2010/09/16 00:00:00,971
2010/09/15 00:00:00,894
2010/09/14 00:00:00,942
2010/09/13 00:00:00,710
2010/09/12 00:00:00,670
2010/09/11 00:00:00,635
2010/09/10 00:00:00,694
2010/09/09 00:00:00,975
2010/09/08 00:00:00,841
2010/09/07 00:00:00,929
2010/09/06 00:00:00,791
2010/09/05 00:00:00,672
2010/09/04 00:00:00,706
2010/09/03 00:00:00,766
2010/09/02 00:00:00,780
2010/09/01 00:00:00,718
2010/08/31 00:00:00,819
2010/08/30 00:00:00,884
2010/08/29 00:00:00,857
2010/08/28 00:00:00,230
2010/08/27 00:00:00,685
2010/08/26 00:00:00,631
2010/08/25 00:00:00,645
2010/08/24 00:00:00,681
2010/08/23 00:00:00,500
2010/08/22 00:00:00,596
2010/08/21 00:00:00,596
2010/08/20 00:00:00,703
2010/08/19 00:00:00,686
2010/08/18 00:00:00,576
2010/08/17 00:00:00,619
2010/08/16 00:00:00,559
2010/08/15 00:00:00,528
2010/08/14 00:00:00,576
2010/08/13 00:00:00,574
2010/08/12 00:00:00,591
2010/08/11 00:00:00,618
2010/08/10 00:00:00,602
2010/08/09 00:00:00,593
2010/08/08 00:00:00,510
2010/08/07 00:00:00,589
2010/08/06 00:00:00,555
2010/08/05 00:00:00,754
2010/08/04 00:00:00,612
2010/08/03 00:00:00,789
2010/08/02 00:00:00,655
2010/08/01 00:00:00,568
2010/07/31 00:00:00,646
2010/07/30 00:00:00,734
2010/07/29 00:00:00,860
2010/07/28 00:00:00,505
2010/07/27 00:00:00,708
2010/07/26 00:00:00,624
2010/07/25 00:00:00,535
2010/07/24 00:00:00,909
2010/07/23 00:00:00,862
2010/07/22 00:00:00,603
2010/07/21 00:00:00,896
2010/07/20 00:00:00,584
2010/07/19 00:00:00,508
2010/07/18 00:00:00,579
2010/07/17 00:00:00,668
2010/07/16 00:00:00,469
2010/07/15 00:00:00,517
2010/07/14 00:00:00,411
2010/07/13 00:00:00,511
2010/07/12 00:00:00,433
2010/07/11 00:00:00,532
2010/07/10 00:00:00,709
2010/07/09 00:00:00,590
2010/07/08 00:00:00,459
2010/07/07 00:00:00,532
2010/07/06 00:00:00,505
2010/07/05 00:00:00,456
2010/07/04 00:00:00,370
2010/07/03 00:00:00,345
2010/07/02 00:00:00,481
2010/07/01 00:00:00,730
2010/06/30 00:00:00,2452
2010/06/29 00:00:00,345
2010/06/28 00:00:00,479
2010/06/27 00:00:00,494
2010/06/26 00:00:00,575
2010/06/25 00:00:00,652
2010/06/24 00:00:00,420
2010/06/23 00:00:00,465
2010/06/22 00:00:00,472
2010/06/21 00:00:00,452
2010/06/20 00:00:00,1134
2010/06/19 00:00:00,226
2010/06/18 00:00:00,227
2010/06/17 00:00:00,424
2010/06/16 00:00:00,496
2010/06/15 00:00:00,428
2010/06/14 00:00:00,491
2010/06/13 00:00:00,549
2010/06/12 00:00:00,474
2010/06/11 00:00:00,377
2010/06/10 00:00:00,397
2010/06/09 00:00:00,415
2010/06/08 00:00:00,415
2010/06/07 00:00:00,168
2010/06/06 00:00:00,65
2010/06/05 00:00:00,66
2010/06/04 00:00:00,426
2010/06/03 00:00:00,611
2010/06/02 00:00:00,560
2010/06/01 00:00:00,502
2010/05/31 00:00:00,379
2010/05/30 00:00:00,436
2010/05/29 00:00:00,618
2010/05/28 00:00:00,377
2010/05/27 00:00:00,587
2010/05/26 00:00:00,223
2010/05/25 00:00:00,346
2010/05/24 00:00:00,424
2010/05/23 00:00:00,456
2010/05/22 00:00:00,458
2010/05/21 00:00:00,543
2010/05/20 00:00:00,282
2010/05/19 00:00:00,684
2010/05/18 00:00:00,246
2010/05/17 00:00:00,412
2010/05/16 00:00:00,473
2010/05/15 00:00:00,692
2010/05/14 00:00:00,589
2010/05/13 00:00:00,589
2010/05/12 00:00:00,397
2010/05/11 00:00:00,317
2010/05/10 00:00:00,358
2010/05/09 00:00:00,416
2010/05/08 00:00:00,483
2010/05/07 00:00:00,427
2010/05/06 00:00:00,342
2010/05/05 00:00:00,453
2010/05/04 00:00:00,481
2010/05/03 00:00:00,439
2010/05/02 00:00:00,432
2010/05/01 00:00:00,597
2010/04/30 00:00:00,386
2010/04/29 00:00:00,266
2010/04/28 00:00:00,489
2010/04/27 00:00:00,1061
2010/04/26 00:00:00,1191
2010/04/25 00:00:00,403
2010/04/24 00:00:00,76
2010/04/23 00:00:00,77
2010/04/22 00:00:00,77
2010/04/21 00:00:00,407
2010/04/20 00:00:00,400
2010/04/19 00:00:00,331
2010/04/18 00:00:00,331
2010/04/17 00:00:00,331
2010/04/16 00:00:00,309
2010/04/15 00:00:00,379
2010/04/14 00:00:00,400
2010/04/13 00:00:00,459
2010/04/12 00:00:00,293
2010/04/11 00:00:00,284
2010/04/10 00:00:00,401
2010/04/09 00:00:00,513
2010/04/08 00:00:00,415
2010/04/07 00:00:00,425
2010/04/06 00:00:00,352
2010/04/05 00:00:00,404
2010/04/04 00:00:00,464
2010/04/03 00:00:00,434
2010/04/02 00:00:00,459
2010/04/01 00:00:00,479
2010/03/31 00:00:00,361
2010/03/30 00:00:00,413
2010/03/29 00:00:00,431
2010/03/28 00:00:00,388
2010/03/27 00:00:00,373
2010/03/26 00:00:00,423
2010/03/25 00:00:00,382
2010/03/24 00:00:00,438
2010/03/23 00:00:00,542
2010/03/22 00:00:00,546
2010/03/21 00:00:00,456
2010/03/20 00:00:00,306
2010/03/19 00:00:00,457
2010/03/18 00:00:00,422
2010/03/17 00:00:00,496
2010/03/16 00:00:00,336
2010/03/15 00:00:00,409
2010/03/14 00:00:00,461
2010/03/13 00:00:00,431
2010/03/12 00:00:00,378
2010/03/11 00:00:00,384
2010/03/10 00:00:00,414
2010/03/09 00:00:00,488
2010/03/08 00:00:00,468
2010/03/07 00:00:00,392
2010/03/06 00:00:00,454
2010/03/05 00:00:00,474
2010/03/04 00:00:00,471
2010/03/03 00:00:00,536
2010/03/02 00:00:00,268
2010/03/01 00:00:00,412
2010/02/28 00:00:00,495
2010/02/27 00:00:00,316
2010/02/26 00:00:00,342
2010/02/25 00:00:00,364
2010/02/24 00:00:00,311
2010/02/23 00:00:00,404
2010/02/22 00:00:00,441
2010/02/21 00:00:00,452
2010/02/20 00:00:00,377
2010/02/19 00:00:00,670
2010/02/18 00:00:00,805
2010/02/17 00:00:00,386
2010/02/16 00:00:00,385
2010/02/15 00:00:00,386
2010/02/14 00:00:00,386
2010/02/13 00:00:00,429
2010/02/12 00:00:00,384
2010/02/11 00:00:00,434
2010/02/10 00:00:00,468
2010/02/09 00:00:00,358
2010/02/08 00:00:00,416
2010/02/07 00:00:00,621
2010/02/06 00:00:00,673
2010/02/05 00:00:00,600
2010/02/04 00:00:00,97
2010/02/03 00:00:00,565
2010/02/02 00:00:00,547
2010/02/01 00:00:00,524
2010/01/31 00:00:00,359
2010/01/30 00:00:00,528
2010/01/29 00:00:00,671
2010/01/28 00:00:00,653
2010/01/27 00:00:00,541
2010/01/26 00:00:00,651
2010/01/25 00:00:00,542
2010/01/24 00:00:00,420
2010/01/23 00:00:00,626
2010/01/22 00:00:00,501
2010/01/21 00:00:00,588
2010/01/20 00:00:00,769
2010/01/19 00:00:00,551
2010/01/18 00:00:00,459
2010/01/17 00:00:00,320
2010/01/16 00:00:00,406
2010/01/15 00:00:00,334
2010/01/14 00:00:00,277
2010/01/13 00:00:00,451
2010/01/12 00:00:00,540
2010/01/11 00:00:00,369
2010/01/10 00:00:00,531
2010/01/09 00:00:00,566
2010/01/08 00:00:00,509
2010/01/07 00:00:00,314
2010/01/06 00:00:00,453
2010/01/05 00:00:00,379
2010/01/04 00:00:00,359
2010/01/03 00:00:00,357
2010/01/02 00:00:00,324
2010/01/01 00:00:00,370
2009/12/31 00:00:00,355
2009/12/30 00:00:00,375
2009/12/29 00:00:00,329
2009/12/28 00:00:00,279
2009/12/27 00:00:00,267
2009/12/26 00:00:00,275
2009/12/25 00:00:00,249
2009/12/24 00:00:00,268
2009/12/23 00:00:00,504
2009/12/22 00:00:00,457
2009/12/21 00:00:00,400
2009/12/20 00:00:00,295
2009/12/19 00:00:00,308
2009/12/18 00:00:00,381
2009/12/17 00:00:00,338
2009/12/16 00:00:00,572
2009/12/15 00:00:00,318
2009/12/14 00:00:00,498
2009/12/13 00:00:00,638
